,0,1,2
0,1718969015992737200,36.17096241528257,outward
1,1718969016512732600,37.226977005535346,outward
2,1718969017822816300,34.62823022748465,outward
3,1718969019163027300,32.21001157899666,outward
4,1718969020562568100,31.927291953149233,outward
5,1718969021943274600,28.996650518217535,outward
6,1718969030043251000,-13.726989328449491,inward
7,1718969031462499500,-13.14812275059894,inward
8,1718969032862955600,-12.675969820460255,inward
9,1718969034272573100,-15.17821907980675,inward
10,1718969035672349300,-9.350325302167185,inward
11,1718969037092763300,-14.157678125026827,inward
