,0,1,2
0,1718695534927766500,42.21120852833514,outward
1,1718695535602060300,43.221147099841644,outward
2,1718695537151931400,56.436766780196926,outward
3,1718695538671992400,58.17691867870918,outward
4,1718695540142257600,59.98915044623672,outward
5,1718695541672999900,57.599343827795586,outward
6,1718695554012329300,-35.04430146331949,inward
7,1718695555612170600,-39.964254982471495,inward
8,1718695557082302800,-48.69407545226937,inward
9,1718695558622493300,-37.735689699841586,inward
10,1718695560182288100,-39.04077274951051,inward
11,1718695561754109500,-45.689817109160295,inward
