,0,1,2
0,1716982441485823100,68.80186806524907,outward
1,1716982442120368200,69.62697020323711,outward
2,1716982443609735400,63.97731663017046,outward
3,1716982445079805600,68.30939030004465,outward
4,1716982446529852200,67.44872788301684,outward
5,1716982447999744800,62.11572504737946,outward
6,1716982456770216600,-46.95495959425609,inward
7,1716982458259219400,-58.56144324216816,inward
8,1716982459749577300,-41.14342984458303,inward
9,1716982461189687400,-67.57879429743238,inward
10,1716982462679928400,-67.86637725020776,inward
11,1716982464139759400,-58.612624355107364,inward
