Trajectories
100
,,s07:LKNM,,,s07:RKNM,,,s07:LMED,,,s07:RMED,,,s07:LASI,,,s07:RASI,,,s07:LPSI,,,s07:RPSI,,,s07:LTHI,,,s07:LKNE,,,s07:LTIB,,,s07:LANK,,,s07:LHEE,,,s07:LTOE,,,s07:RTHI,,,s07:RKNE,,,s07:RTIB,,,s07:RANK,,,s07:RHEE,,,s07:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-462.374390,216.512894,493.086334,-464.819550,363.863525,479.670868,-435.943481,179.491074,122.497635,-431.357788,415.784546,122.831223,-542.206360,160.002579,972.451538,-535.469971,411.462616,975.660889,-351.608795,237.295685,982.496765,-349.953827,337.481171,979.652466,-499.638885,85.628494,740.347046,-465.893921,100.691368,514.136292,-431.621307,73.344154,393.944000,-415.772461,96.306412,108.268616,-347.209045,138.447845,79.629013,-592.306763,117.859947,81.492386,-462.370514,484.692169,709.395325,-457.532745,476.878174,508.808838,-426.804108,512.288269,365.988892,-410.297882,498.777161,113.164993,-346.445282,445.622711,84.731079,-586.731750,479.496185,86.152145
2,0,-462.427277,216.567276,493.068970,-464.835388,363.934601,479.666351,-435.933624,179.508636,122.495911,-431.376678,415.797394,122.834358,-542.220825,160.093338,972.436523,-535.513672,411.566498,975.661133,-351.642303,237.410370,982.501221,-349.965576,337.589050,979.636536,-499.653961,85.715591,740.350342,-465.940155,100.749092,514.134277,-431.674683,73.390358,393.960907,-415.789246,96.303627,108.276680,-347.203003,138.454865,79.626251,-592.294434,117.866257,81.489410,-462.397827,484.775269,709.382690,-457.541718,476.936737,508.802368,-426.816193,512.343323,365.990692,-410.292786,498.770721,113.159782,-346.437439,445.624176,84.731506,-586.736267,479.503723,86.150757
3,0,-462.448181,216.634262,493.053497,-464.832458,363.983856,479.684570,-435.943512,179.517929,122.492928,-431.370056,415.810883,122.841827,-542.242249,160.191620,972.450562,-535.542419,411.656189,975.669739,-351.652679,237.526917,982.521362,-350.003021,337.711670,979.676941,-499.652100,85.799706,740.369141,-465.958588,100.819984,514.149414,-431.704376,73.451859,393.957520,-415.791382,96.312317,108.291016,-347.205505,138.473343,79.630814,-592.303406,117.861015,81.488281,-462.424683,484.864655,709.380371,-457.571838,477.017242,508.795624,-426.853271,512.387939,365.977509,-410.296631,498.789703,113.155647,-346.450439,445.637177,84.725830,-586.737183,479.503387,86.147156
4,0,-462.475525,216.685074,493.064178,-464.885986,364.060089,479.674866,-435.957001,179.521698,122.495506,-431.389496,415.825836,122.842842,-542.249329,160.286697,972.454224,-535.566528,411.757446,975.665039,-351.680908,237.619385,982.549866,-350.022400,337.815918,979.684082,-499.675201,85.871147,740.369995,-465.967072,100.889610,514.167175,-431.704926,73.495926,393.980804,-415.800323,96.327942,108.309723,-347.213989,138.476288,79.648636,-592.305786,117.870132,81.482513,-462.447723,484.941742,709.376343,-457.592224,477.052338,508.795868,-426.863495,512.432129,365.980316,-410.301208,498.791138,113.153038,-346.451843,445.617523,84.735535,-586.733154,479.512817,86.148163
5,0,-462.469116,216.746964,493.078186,-464.901855,364.124878,479.688751,-435.657043,179.837860,122.475304,-431.371185,415.827209,122.852745,-542.292175,160.390656,972.443359,-535.580688,411.879700,975.634155,-351.716583,237.710754,982.567993,-350.060150,337.923981,979.690430,-499.684326,85.958794,740.382690,-465.958008,100.959442,514.174072,-431.713898,73.546600,393.996735,-415.809845,96.334892,108.312714,-347.214233,138.468140,79.661850,-592.309082,117.886948,81.484436,-462.472382,485.024231,709.379822,-457.625305,477.138000,508.794067,-426.899597,512.455078,365.962128,-410.296478,498.794861,113.160362,-346.440491,445.640015,84.732285,-586.742249,479.502716,86.139084
6,0,-462.440521,216.818954,493.064209,-464.924164,364.158966,479.710449,-435.957031,179.536087,122.516350,-431.365204,415.829834,122.859619,-542.334778,160.477783,972.435181,-535.664734,411.958405,975.648682,-351.770355,237.812164,982.556152,-350.091461,338.009186,979.716431,-499.675507,86.029922,740.385071,-465.929077,101.020660,514.183350,-431.683899,73.596664,394.007812,-415.813446,96.348541,108.319466,-347.236389,138.480209,79.662354,-592.312195,117.875793,81.480652,-462.500549,485.089355,709.365845,-457.664398,477.158813,508.804443,-426.920624,512.495239,365.952942,-410.312378,498.803436,113.156166,-346.450165,445.633118,84.729973,-586.743591,479.504791,86.147697
7,0,-462.410156,216.859268,493.054901,-464.945343,364.224396,479.707092,-435.710724,179.816650,122.472672,-431.350128,415.840393,122.862373,-542.369446,160.566132,972.426086,-535.691895,412.055634,975.624329,-351.811035,237.887070,982.564392,-350.132812,338.103485,979.722412,-499.683777,86.117485,740.371887,-465.881744,101.099388,514.162720,-431.653137,73.649719,394.016510,-415.823242,96.363159,108.330246,-347.214874,138.476227,79.676941,-592.324829,117.885818,81.476547,-462.546143,485.150299,709.377380,-457.683533,477.208435,508.799957,-426.931213,512.528381,365.942474,-410.305267,498.810059,113.142250,-346.450317,445.648254,84.737511,-586.744873,479.503510,86.144783
8,0,-462.363373,216.911041,493.051880,-464.952087,364.259949,479.723572,-435.711548,179.796234,122.478096,-431.331207,415.838257,122.859169,-542.431458,160.637726,972.403992,-535.751221,412.138092,975.609009,-351.853577,237.960495,982.573242,-350.191101,338.187408,979.728455,-499.683289,86.181015,740.373840,-465.821930,101.174080,514.169922,-431.606750,73.673325,394.030914,-415.815674,96.368431,108.337685,-347.208557,138.470840,79.685448,-592.320251,117.877113,81.471191,-462.588715,485.205475,709.360962,-457.711090,477.266663,508.762238,-426.939178,512.544617,365.922882,-410.303955,498.813324,113.143112,-346.453430,445.648071,84.742683,-586.726440,479.513885,86.128433
9,0,-462.334778,216.941498,493.053497,-464.935425,364.268433,479.750885,-435.728210,179.782043,122.484100,-431.343811,415.846985,122.874519,-542.455383,160.705627,972.382507,-535.832458,412.216309,975.602722,-351.910950,238.047455,982.579407,-350.259521,338.265686,979.730164,-499.673828,86.229195,740.372559,-465.767242,101.209091,514.182495,-431.545013,73.688324,394.056641,-415.825592,96.371498,108.345146,-347.234650,138.474899,79.692245,-592.321533,117.881042,81.483917,-462.635803,485.258209,709.373596,-457.746490,477.236298,508.757782,-426.942139,512.580994,365.941589,-410.305298,498.825592,113.143471,-346.456024,445.634369,84.744339,-586.727356,479.507477,86.131302
