,0,1,2
0,1718184953325730200,67.22360788583721,outward
1,1718184954000473100,67.34611002853696,outward
2,1718184955250292300,75.48601952073457,outward
3,1718184956491473100,78.37458677543418,outward
4,1718184957680520500,80.26807563563767,outward
5,1718184958920894200,65.17416596990319,outward
6,1718184969270583600,-43.09966412666653,inward
7,1718184970520416000,-39.39862465146522,inward
8,1718184971760268200,-29.37643395051964,inward
9,1718184973031006800,-33.88109884093462,inward
10,1718184974291203900,-30.13475973167539,inward
11,1718184975560252100,-26.192930832339822,inward
