,0,1,2
0,1717147219493339000,55.95814829095714,outward
1,1717147220199328800,54.7587470049725,outward
2,1717147221569687600,37.74551059167722,outward
3,1717147222939643300,35.69144219228961,outward
4,1717147224309511900,43.280990592504416,outward
5,1717147225679329700,36.38173964976551,outward
6,1717147233809736500,-44.027248121304275,inward
7,1717147235179209700,-34.60820824216485,inward
8,1717147236509458800,-32.95123693378816,inward
9,1717147237889203200,-31.263975361930573,inward
10,1717147239259729500,-27.5839476023066,inward
11,1717147240638984800,-30.35823856506617,inward
