0.421538,0.060092,1.049955
0.421535,0.060088,1.049955
0.421532,0.060098,1.049966
0.421536,0.060095,1.049954
0.421539,0.060097,1.049959
0.421533,0.060083,1.049951
0.421536,0.060102,1.049952
0.421541,0.060102,1.049949
0.421537,0.060086,1.049953
0.421547,0.060101,1.049955
0.421535,0.060096,1.049942
0.421543,0.060097,1.049944
0.421547,0.060106,1.049944
0.421544,0.060103,1.049944
0.421545,0.060122,1.049952
0.42154,0.060106,1.049946
0.421549,0.060117,1.049956
0.421539,0.060109,1.049935
0.421545,0.060127,1.049954
0.421543,0.060124,1.049946
0.421544,0.06012,1.049952
0.421541,0.060128,1.049953
0.421545,0.060122,1.049943
0.421543,0.060132,1.049954
0.421548,0.060145,1.049951
0.421543,0.060147,1.049951
0.42155,0.06015,1.04996
0.421541,0.060143,1.049953
0.42155,0.060143,1.049957
0.421547,0.06017,1.049969
0.421543,0.060172,1.049978
0.421547,0.060167,1.04998
0.421535,0.060166,1.049975
0.421543,0.060165,1.049984
0.421542,0.060164,1.049983
0.42153,0.060174,1.049992
0.421538,0.060176,1.049999
0.421529,0.060174,1.049996
0.421531,0.060168,1.049998
0.421548,0.060186,1.05
0.421532,0.060183,1.050007
0.421522,0.060161,1.049999
0.421531,0.060174,1.050005
0.421531,0.060172,1.050008
0.421534,0.060181,1.050015
0.42153,0.060171,1.050015
0.421527,0.060161,1.050009
0.421519,0.060171,1.050013
0.421534,0.060181,1.050011
0.421538,0.06019,1.050014
0.421537,0.060188,1.050014
0.421532,0.060194,1.050022
0.421535,0.060194,1.050016
0.421535,0.060201,1.050014
0.421542,0.060211,1.050019
0.421536,0.060211,1.050016
0.421536,0.060226,1.05003
0.421543,0.060247,1.050029
0.421539,0.060245,1.050026
0.421548,0.060261,1.050026
0.421538,0.060266,1.050023
0.421558,0.060275,1.050034
0.421558,0.060283,1.050032
0.421561,0.060278,1.050025
0.421545,0.060268,1.050017
0.421557,0.060293,1.050035
0.421556,0.060286,1.050036
0.421555,0.06029,1.050034
0.421558,0.060289,1.050036
0.421562,0.060298,1.050029
0.421547,0.060299,1.050046
0.421549,0.060293,1.050049
0.421542,0.06029,1.050046
0.421557,0.060299,1.050048
0.421548,0.060309,1.05004
0.421558,0.060311,1.050048
0.421559,0.060305,1.050054
0.42154,0.060296,1.050047
0.421539,0.060322,1.050049
0.421539,0.060294,1.050006
0.421523,0.060276,1.049711
0.421589,0.060224,1.049148
0.421516,0.060209,1.048344
0.421338,0.060251,1.047506
0.421351,0.060245,1.046957
0.421346,0.060243,1.046268
0.421311,0.060185,1.04553
0.421276,0.060213,1.044717
0.421498,0.060381,1.043779
0.421447,0.06019,1.042822
0.421463,0.060127,1.04209
0.421478,0.06001,1.040811
0.421901,0.060765,1.040011
0.421046,0.059816,1.03859
0.421272,0.060064,1.037546
0.421172,0.060154,1.036219
0.421272,0.060094,1.035204
0.421375,0.060026,1.034006
0.421522,0.060253,1.032753
0.421616,0.060439,1.031453
0.42161,0.060369,1.029929
0.421067,0.059964,1.028371
0.421039,0.05987,1.026788
0.421048,0.059771,1.025468
0.421162,0.060033,1.023836
0.420994,0.060008,1.022262
0.420979,0.059951,1.020474
0.421029,0.059822,1.018899
0.421496,0.060531,1.016938
0.421283,0.060269,1.015227
0.421462,0.060445,1.012972
0.421429,0.060313,1.011356
0.421057,0.059998,1.009117
0.420756,0.059748,1.007066
0.420787,0.059835,1.004691
0.420515,0.059782,1.002421
0.420313,0.059595,1.000105
0.420271,0.059762,0.997817
0.420065,0.059476,0.995285
0.420116,0.059572,0.993234
0.419938,0.05904,0.990619
0.420071,0.059322,0.98834
0.419485,0.059091,0.98533
0.41947,0.059146,0.98311
0.419642,0.058972,0.980813
0.419664,0.058848,0.978642
0.419387,0.058404,0.976562
0.419763,0.058892,0.974035
0.419535,0.058668,0.972348
0.419646,0.058761,0.96976
0.419191,0.058795,0.968087
0.41889,0.059639,0.966481
0.418388,0.061104,0.965549
0.417833,0.063358,0.964777
0.417118,0.065951,0.963964
0.416573,0.069129,0.964468
0.41562,0.072056,0.964511
0.415678,0.076087,0.965651
0.415559,0.079641,0.968625
0.416127,0.0843,0.973195
0.416992,0.088908,0.979863
0.417662,0.092862,0.987964
0.418558,0.096147,0.997645
0.418669,0.098567,1.008643
0.419057,0.101261,1.021089
0.418176,0.102335,1.034743
0.418251,0.103928,1.048519
0.417507,0.103939,1.063053
0.416676,0.103559,1.078033
0.415445,0.103103,1.093697
0.414519,0.102205,1.10914
0.413508,0.10058,1.12451
0.412432,0.098065,1.139752
0.411583,0.094876,1.154902
0.411183,0.091752,1.16962
0.41104,0.088682,1.184082
0.41092,0.086025,1.197816
0.411062,0.084312,1.210388
0.411432,0.083741,1.221972
0.412196,0.083924,1.231968
0.412908,0.0844,1.240345
0.413513,0.085246,1.247705
0.41397,0.085398,1.253086
0.414499,0.085354,1.256356
0.413575,0.083686,1.258085
0.413628,0.081684,1.257503
0.41373,0.080103,1.255653
0.413449,0.076385,1.252155
0.414132,0.071812,1.247104
0.418235,0.069001,1.241984
0.42212,0.067191,1.236083
0.425447,0.064664,1.229752
0.42628,0.063937,1.223845
0.426036,0.063226,1.218868
0.426749,0.062777,1.214116
0.42703,0.0623,1.20863
0.427511,0.062084,1.203438
0.427705,0.062254,1.197863
0.428523,0.062465,1.191872
0.42823,0.062149,1.186471
0.428131,0.062079,1.180692
0.428223,0.062066,1.175239
0.427993,0.06206,1.169502
0.427822,0.061998,1.163551
0.427995,0.062011,1.157871
0.427935,0.061948,1.151933
0.427673,0.061622,1.146124
0.428114,0.061773,1.140281
0.428143,0.061777,1.134194
0.427942,0.061625,1.128441
0.428235,0.061773,1.122337
0.428068,0.061707,1.116351
0.427977,0.061487,1.110264
0.428262,0.061674,1.104099
0.427943,0.061313,1.098155
0.428065,0.061013,1.091684
0.428273,0.061295,1.085544
0.428312,0.061091,1.079101
0.428088,0.060701,1.072623
0.428336,0.060957,1.066204
0.4284,0.061003,1.059659
0.428337,0.060732,1.053093
0.428564,0.060948,1.046518
0.428676,0.060832,1.039719
0.428403,0.06064,1.032916
0.428655,0.060913,1.026146
0.428464,0.06047,1.019515
0.428384,0.060398,1.012479
0.428632,0.060759,1.005338
0.428243,0.060315,0.998518
0.428001,0.060065,0.991834
0.427768,0.05992,0.98442
0.427604,0.059851,0.977399
0.42725,0.059663,0.970162
0.427472,0.060294,0.963003
0.4274,0.059427,0.955614
0.427138,0.059537,0.948513
0.427104,0.059181,0.94102
0.42716,0.059439,0.933411
0.427164,0.059273,0.926126
0.427065,0.059052,0.918534
0.426729,0.05905,0.911164
0.426522,0.059123,0.903381
0.426546,0.059151,0.895888
0.426173,0.058969,0.888571
0.426355,0.059258,0.880954
0.426056,0.059234,0.873422
0.42598,0.059045,0.865483
0.426124,0.05897,0.857608
0.425945,0.058882,0.849977
0.426061,0.058712,0.841984
0.425966,0.058526,0.833746
0.426223,0.05842,0.82579
0.426225,0.058466,0.817805
0.426314,0.058408,0.80941
0.426296,0.058075,0.800869
0.426164,0.058068,0.792481
0.42659,0.058014,0.784038
0.426704,0.057894,0.775522
0.426516,0.057774,0.766892
0.426213,0.057501,0.758159
0.427183,0.058115,0.749668
0.426996,0.057525,0.740801
0.427036,0.057346,0.732301
0.42692,0.057157,0.723611
0.426982,0.057051,0.714839
0.426872,0.056745,0.705899
0.427229,0.057138,0.697136
0.426664,0.056383,0.688218
0.426815,0.056306,0.679598
0.426582,0.056051,0.670804
0.426311,0.055711,0.661915
0.425964,0.055308,0.653014
0.425602,0.055154,0.644087
0.425588,0.05509,0.635101
0.425309,0.054996,0.626364
0.424888,0.054589,0.61736
0.424491,0.054581,0.608461
0.424125,0.054515,0.599581
0.423631,0.054076,0.59047
0.42318,0.053579,0.581457
0.423061,0.054127,0.573147
0.42262,0.053385,0.564048
0.422541,0.052917,0.555627
0.421975,0.052219,0.547244
0.421734,0.051969,0.538935
0.421529,0.05218,0.530691
0.421276,0.052736,0.522403
0.421152,0.053659,0.514791
0.421211,0.055405,0.506788
0.421431,0.057575,0.499732
0.421469,0.059531,0.492483
0.422048,0.062324,0.486351
0.42275,0.065035,0.480974
0.423372,0.068386,0.476432
0.42335,0.072907,0.472736
0.423492,0.078502,0.470536
0.423466,0.085627,0.469533
0.423305,0.093079,0.47027
0.423126,0.099958,0.473132
0.425607,0.105425,0.476568
0.428864,0.112724,0.483722
0.432983,0.119552,0.493258
0.437054,0.125584,0.504187
0.440218,0.12999,0.516331
0.442739,0.133796,0.529305
0.443844,0.136227,0.543636
0.444248,0.137959,0.558569
0.444102,0.138655,0.574771
0.443511,0.138433,0.59184
0.441876,0.13793,0.610083
0.44003,0.136545,0.629532
0.437497,0.134789,0.649717
0.434574,0.133953,0.67291
0.432105,0.129779,0.693146
0.429514,0.127057,0.716077
0.427103,0.123553,0.739248
0.424552,0.11985,0.763371
0.422346,0.116221,0.788024
0.420207,0.111736,0.812702
0.41844,0.108114,0.838399
0.416952,0.10461,0.864331
0.416077,0.101863,0.891107
0.415339,0.09976,0.918273
0.414147,0.097364,0.944674
0.413343,0.096289,0.971604
0.412907,0.096181,0.998314
0.412213,0.09719,1.024468
0.411181,0.098453,1.050389
0.410999,0.101296,1.074958
0.410812,0.105298,1.098908
0.411143,0.110268,1.121453
0.412193,0.11644,1.142633
0.413268,0.122898,1.162154
0.415826,0.129444,1.179264
0.418259,0.135867,1.195257
0.421225,0.141289,1.207902
0.423985,0.145271,1.21821
0.426037,0.147191,1.225802
0.427741,0.146124,1.229529
0.428949,0.142,1.229578
0.430361,0.134793,1.226366
0.433175,0.124268,1.21943
0.435307,0.113154,1.211789
0.43829,0.103624,1.207019
0.44102,0.093005,1.201583
0.443276,0.084676,1.193947
0.44423,0.077738,1.185107
0.444103,0.071645,1.175028
0.444184,0.065976,1.164712
0.444325,0.064711,1.152731
0.444565,0.063716,1.140014
0.445006,0.063335,1.12753
0.445928,0.063776,1.114721
0.445759,0.06207,1.101095
0.446046,0.062065,1.087987
0.445723,0.061557,1.074804
0.445889,0.061502,1.061291
0.445965,0.061318,1.047856
0.445672,0.061094,1.034121
0.445457,0.060906,1.020507
0.445435,0.060984,1.006735
0.445138,0.060806,0.99306
0.445136,0.060681,0.979167
0.445103,0.060881,0.96502
0.444929,0.060678,0.951225
0.445071,0.060783,0.937029
0.445089,0.06078,0.922696
0.445265,0.060716,0.908552
0.445159,0.060785,0.894092
0.445395,0.060712,0.880306
0.445497,0.06054,0.8662
0.445514,0.060386,0.852119
0.445641,0.060457,0.837819
0.445421,0.060283,0.823517
0.445282,0.059832,0.809422
0.445682,0.060624,0.795632
0.445419,0.059949,0.781175
0.445722,0.060254,0.767002
0.445409,0.059529,0.751891
0.445577,0.059492,0.737488
0.445708,0.059472,0.72287
0.445669,0.059356,0.708198
0.445405,0.059092,0.693247
0.445642,0.058922,0.678245
0.445786,0.059065,0.663469
0.445639,0.058609,0.64862
0.445861,0.058419,0.633887
0.445837,0.058102,0.618789
0.445448,0.057721,0.604085
0.44507,0.057315,0.589246
0.444925,0.056849,0.574345
0.444591,0.056245,0.559296
0.444019,0.055781,0.544546
0.443587,0.055178,0.529917
0.442929,0.054719,0.515463
0.44234,0.054211,0.500892
0.441869,0.053861,0.48645
0.441485,0.053846,0.47228
0.440713,0.053162,0.457911
0.440436,0.053273,0.443774
0.439883,0.052829,0.429507
0.439474,0.051816,0.41572
0.438947,0.050786,0.402035
0.439076,0.050208,0.388714
0.439056,0.049231,0.375567
0.439093,0.048994,0.362251
0.439182,0.049356,0.349432
0.439156,0.050865,0.337554
0.438424,0.052844,0.326256
0.437885,0.054937,0.314497
0.437353,0.058056,0.304125
0.437519,0.062259,0.29571
0.436516,0.065789,0.288117
0.435984,0.071481,0.282603
0.435307,0.079582,0.27974
0.434311,0.087796,0.28014
0.432528,0.09744,0.286175
0.434023,0.10437,0.291509
0.434899,0.112636,0.303029
0.436529,0.119751,0.317931
0.437999,0.124705,0.334646
0.439467,0.128524,0.353222
0.440346,0.130794,0.373323
0.440649,0.131692,0.394457
0.44061,0.131465,0.416681
0.440212,0.130137,0.440153
0.43913,0.127911,0.464463
0.437893,0.125371,0.489818
0.436388,0.122166,0.516307
0.434237,0.118681,0.543176
0.432429,0.115877,0.571409
0.429258,0.111913,0.598517
0.426886,0.108729,0.627714
0.423851,0.104685,0.656414
0.420653,0.101378,0.68541
0.416424,0.097896,0.713956
0.413138,0.096035,0.743785
0.408995,0.093519,0.772761
0.40501,0.09267,0.801778
0.401319,0.092899,0.830818
0.397932,0.093877,0.85917
0.394946,0.095819,0.886781
0.392988,0.098827,0.913567
0.391789,0.10324,0.938961
0.391875,0.108962,0.962784
0.392779,0.115955,0.984226
0.394506,0.123513,1.003051
0.3969,0.130926,1.019355
0.399257,0.137451,1.032787
0.40127,0.142602,1.042748
0.402668,0.145902,1.048237
0.403298,0.146084,1.04986
0.403,0.14274,1.04746
0.403014,0.136046,1.041806
0.404201,0.126369,1.033026
0.405573,0.116609,1.023505
0.407952,0.108638,1.013787
0.411494,0.100417,1.005079
0.414735,0.092605,0.995784
0.41662,0.085784,0.98522
0.416957,0.079741,0.973687
0.416351,0.073611,0.961709
0.416693,0.068132,0.949014
0.41756,0.064362,0.935627
0.417726,0.062258,0.92189
0.417585,0.0616,0.907534
0.417991,0.061789,0.893108
0.417705,0.060863,0.878327
0.417598,0.060406,0.863142
0.417994,0.060373,0.848227
0.418122,0.060477,0.833173
0.418059,0.060274,0.817948
0.418412,0.060375,0.802823
0.418677,0.060519,0.787687
0.4186,0.060325,0.772447
0.418753,0.060527,0.757208
0.418967,0.060506,0.741967
0.418855,0.060486,0.726661
0.418881,0.060129,0.711306
0.418721,0.060128,0.696378
0.418777,0.060136,0.68124
0.41862,0.059941,0.666286
0.418739,0.059847,0.651285
0.418599,0.059603,0.636191
0.418497,0.059178,0.621009
0.418438,0.058913,0.605882
0.418546,0.058534,0.590686
0.418193,0.058477,0.575854
0.418426,0.058424,0.56091
0.418468,0.058444,0.545965
0.418221,0.05817,0.531265
0.418131,0.058068,0.516525
0.41817,0.057969,0.501756
0.417994,0.05762,0.487079
0.418233,0.057922,0.47279
0.41782,0.057279,0.457931
0.417576,0.056716,0.443191
0.417678,0.056599,0.42887
0.417335,0.056102,0.414386
