,time (ns),deg test,FPA manual (deg),FPA prop (deg),absolute error (deg),RHEE manual x-,RHEE manual y-,RHEE proprio x-,RHEE proprio y-,RTOE manual x-,RTOE manual y-,RTOE proprio x-,RTOE proprio y-
0,1717054237927150000,-5,-7.972809235898883,-7.992219346641873,0.019410110742989595,63.42810125990346,300.8728732549184,63.40841516457013,300.93537407310475,-161.2934559635583,269.39906296067295,-161.248316169638,269.39303945988024
1,1717054251773294900,10,7.502009401338456,7.131860548042361,0.3701488532960946,60.981775938526624,298.7621055889234,61.085302170473625,298.73787251083166,-164.09180504506028,328.40163499738577,-164.17462366766844,326.92269224504713
2,1717054267231046800,-10,-12.625211419656068,-14.574342529346595,1.9491311096905264,63.90675222317315,301.61978018073273,64.22926017190835,302.15461838128283,-157.57608069280698,252.01016469398684,-155.4949437418146,245.0258081439964
3,1717054284519011700,-15,-17.289813693718866,-15.812964264129239,1.4768494295896275,64.8746245086912,302.99305732371585,64.3489410406814,302.4095032584029,-152.55886938723174,235.31246949863296,-154.1008288791747,240.54105943830194
4,1717054299760766500,5,2.4412392534545138,4.648475136977113,2.207235883522599,61.64011624488137,299.5251602721615,61.37950429850947,299.18269386096347,-165.05099506213634,309.18978784076785,-164.84392101456538,317.5768471513062
5,1717054314267200000,15,12.607088804750317,13.97770797625884,1.3706191715085225,60.06303609967481,298.23614993830984,59.87368463921869,298.0836159722475,-161.65289980140156,347.8243360289237,-160.78281806563282,353.0082824360279
6,1717054331366119700,15,11.89412572511778,7.465673950481857,4.428451774635923,60.10013158358083,298.2921283773301,60.86744102390759,298.7588491207919,-162.31094785086458,345.13767915683866,-164.3221170589409,328.26837769518613
7,1717054348110066800,-15,-17.614091969241127,-17.93446219301424,0.3203702237731143,64.84291852011725,302.99931915152007,64.87358748023111,303.2325319591259,-152.2406843432516,234.07757470407935,-151.80762532095153,233.10245366722071
8,1717054361611454600,10,7.204152526939212,7.348703253829726,0.14455072689051374,60.850694358760364,298.89096121093087,60.88636891371952,298.8612250342072,-164.40101861649953,327.3634559703683,-164.31763293352873,327.9051163476398
9,1717054375471334000,-5,-7.591295042058818,-8.614739893063543,1.023444851004725,63.16282015775679,301.0066937214143,63.267089036210535,301.19763600537317,-161.9640245898582,271.0031711334186,-161.3017994594301,267.17568857389693
10,1717054387683844400,5,2.248644506548268,2.427801875082349,0.17915736853408104,61.55869362045513,299.5813924173591,61.579782906038304,299.5552146071362,-165.21560173178725,308.48600548503055,-165.14050461595244,309.16781803011327
11,1717054401655229100,-10,-11.594371440017335,-11.594239847229813,0.00013159278752183923,63.647349678800985,301.5509212656688,63.60140017239649,301.6334095227923,-158.86696016480926,255.89807282569836,-158.8116013215867,256.0018786534168
12,1717054414844919100,10,7.268372987110943,8.661330611378355,1.3929576242674129,60.74317304932971,298.90652146643924,60.5748384013276,298.70610844627026,-164.43978843083332,327.6267932534144,-163.94759653445664,332.9078046522464
13,1717054428369591300,-5,-7.041108045817503,-9.130925249000581,2.0898172031830784,62.98747028015191,300.8296736634797,63.314881529031915,301.28939434674453,-162.37919080789453,272.9939809577078,-160.9305144081691,265.2469494760073
14,1717054442925173600,15,12.444463091191164,14.056719939663752,1.6122568484725885,59.84966906514956,298.3115237582849,59.69002250964381,298.0987833779276,-162.0648429722906,347.2831609386983,-160.9459740136753,353.34156950545105
15,1717054459816680900,-15,-17.125980024118206,-17.743285673591924,0.6173056494737175,64.61779274169015,302.9488818237987,64.69491552726657,303.1678583589592,-153.05715025239058,235.87526709614139,-152.2284657602783,233.75816087055176
16,1717054473010657400,5,1.9238999738847047,2.9644546884543472,1.0405547145696425,61.52657840149855,299.6004187806014,61.42497200779599,299.38032739292913,-165.339418798152,307.2210778245902,-165.34020654414837,311.12352379802
17,1717054485485158800,-10,-11.994697135788167,-12.889364491935385,0.8946673561472185,63.589200298285796,301.5821001619618,63.81343543071059,301.8860399386749,-158.60220129056637,254.37535284488231,-157.5293320429185,251.2350188434476
