,0,1,2
0,1717140601385176800,30.439669036171434,outward
1,1717140601704690200,32.38799586364366,outward
2,1717140603104190500,41.38748223034189,outward
3,1717140604483887500,34.78305710511378,outward
4,1717140605893962600,26.471728913938144,outward
5,1717140607294692300,33.65095832529656,outward
6,1717140612804218700,-23.653520233536884,inward
7,1717140614164467100,-22.349832352415238,inward
8,1717140615534939000,-20.480750898661118,inward
9,1717140616924281200,-19.240073666655604,inward
10,1717140618336939800,-11.117407120911404,inward
11,1717140619674333300,3.514117973559942,inward
