,time (ns),deg test,FPA manual (deg),FPA prop (deg),absolute error (deg),RHEE manual x-,RHEE manual y-,RHEE proprio x-,RHEE proprio y-,RTOE manual x-,RTOE manual y-,RTOE proprio x-,RTOE proprio y-
0,1719848215356381600,-5,-2.7769093594154284,-3.982064823155148,1.2051554637397195,143.90518746971418,269.91391888775854,144.03055243279067,269.9751494131383,-108.56271743005794,257.66816623088823,-108.14072778141892,252.42093661476832
1,1719848227480695000,10,11.507361395891193,10.572865825251709,0.9344955706394842,142.81703357922154,270.590838907388,142.85137001597636,270.54005400463024,-104.94017304283527,321.0307627702505,-105.63386108490418,316.92101253650276
2,1719848240470039100,-10,-8.154019978191805,-9.319015064843084,1.1649950866512793,144.31801823682764,269.79155693811197,144.5719000438302,270.1524203011966,-105.95494229518748,233.93166410305435,-104.83399433019865,229.2256428648455
3,1719848255394243200,-15,-12.418407858784109,-13.275502634532597,0.8570947757484877,145.21070774528752,270.51627650388065,145.26320899978546,270.66043794655724,-102.19109363879922,216.03812976943533,-101.07138196544753,212.54060514345596
4,1719848269506482500,5,6.649679849542174,4.959501994252035,1.6901778552901394,143.16336907449912,270.3432787219101,143.27875538391345,270.32519594596056,-107.85640580289612,299.6078470800606,-108.51405102747083,292.17488778737754
5,1719848283961778000,15,16.298615668756575,12.767400294253244,3.531215374503331,142.65272658413926,270.8896563756306,142.74859954318592,270.6660557599901,-100.1736046073397,341.8906762395375,-103.80738063880165,326.53469460139513
6,1719848298570151900,15,16.728638736113748,16.478624613654375,0.2500141224593726,142.65653157408474,270.9136709012004,142.62161781160398,270.87263676122507,-99.65093846507156,343.74143199701604,-99.95124634076933,342.6275662218817
7,1719848313755893500,-15,-12.086215429384346,-11.912868642426202,0.17334678695814354,145.09659388064534,270.3249882793111,145.1931343528303,270.98457333581996,-102.66503818919712,217.27184107122633,-102.63029059092905,218.70185073545628
8,1719848328544646500,10,12.07467949661074,10.29134950402929,1.78332999258145,142.7643839614194,270.6286930112685,142.84277799762464,270.5650748823274,-104.482230079579,323.5194986030125,-105.92140804178653,315.73439177234457
9,1719848342737326600,-5,-2.4490125194881527,-0.9603018830242606,1.488710636463892,143.7813188922167,270.02323989214364,143.70412076321125,270.21815864013723,-108.79455873312457,259.22072582279503,-109.10665310796954,265.98054463806704
10,1719848355341402000,5,6.42744679989739,6.6063122149506,0.17886541505321052,143.07186671999744,270.37482777250017,143.0493526267298,270.39621839713277,-108.13142344911613,298.6736476657719,-107.98711074306208,299.470155243987
11,1719848368525862900,-10,-7.611966224784284,-7.5378436558198425,0.0741225689644418,144.22413326341237,269.8923449595666,144.303206934081,270.3841132646005,-106.39252218793365,236.39966907712005,-106.41885938354498,237.2074410774411
12,1719848383237227000,10,11.247224501330527,9.999775063740149,1.2474494375903777,142.76562956334908,270.57771631403267,142.79615214292247,270.5113546942108,-105.29675875290718,319.9079013678317,-106.34029282156153,314.4398233308982
13,1719848395269159100,-5,-2.7731077369787682,-2.9901790422447037,0.21707130526593543,143.79250350026854,270.0490080461014,143.82109532398078,270.2409757369405,-108.77191473104527,257.81537131755675,-108.77474304366412,257.0464042804557
14,1719848409995073600,15,16.176389061041196,14.048491233402286,2.1278978276389093,142.53986178627733,270.9196523606113,142.38176004275363,270.45453065804804,-100.52112148548598,341.4267918393009,-102.97191490118972,331.84867809909684
15,1719848424052191600,-15,-11.735079424178464,-11.272001559118664,0.4630778650598,144.9695830378062,270.644627504376,144.59834907156448,270.59097429715365,-103.08892369837103,219.11577271870576,-103.38302351133039,221.16541240913202
16,1719848436013074300,5,7.257666045160511,6.024675440741558,1.2329906044189531,143.00046671223132,270.43755123056366,143.0630464365918,270.3699224976412,-107.9147666164059,302.39211641042084,-108.54759727928244,296.92482937820705
17,1719848449272562300,-10,-7.786729607446286,-6.60943319385619,1.1772964135900965,144.22633220147742,270.0531302464132,144.17758042634836,270.3100342242641,-106.46326733217013,235.7720770639822,-107.23838835565688,241.17826598225673
