,0,1,2
0,1718873653090434500,26.148684094338964,outward
1,1718873653416480300,26.966573184762627,outward
2,1718873654636579800,38.86989654811843,outward
3,1718873655856004200,27.504215357690672,outward
4,1718873657076395900,26.210871751267547,outward
5,1718873658287168600,26.43095594495604,outward
6,1718873670776759200,-19.12291315475239,inward
7,1718873672016255900,-23.740773674806114,inward
8,1718873673266481100,-22.676278873857576,inward
9,1718873674466559100,-21.247623566910082,inward
10,1718873675726371500,-12.390853850701033,inward
11,1718873676956221000,-17.6048130854448,inward
