,0,1,2
0,1717660727748713700,82.00241122995098,outward
1,1717660728530229700,77.26265138282258,outward
2,1717660729859960900,75.4912009760278,outward
3,1717660731199405200,62.439267512075446,outward
4,1717660732520664600,55.356175175669975,outward
5,1717660733779917700,66.0938814387368,outward
6,1717660743959394900,-51.14852756438297,inward
7,1717660745169432200,-38.015477822889466,inward
8,1717660746380071600,-37.26983975122582,inward
9,1717660747610314500,-38.144132738076465,inward
10,1717660748839851100,-46.34519652252134,inward
11,1717660750110448700,-26.344512037623684,inward
