,time (ns),deg test,FPA manual (deg),FPA prop (deg),absolute error (deg),RHEE manual x-,RHEE manual y-,RHEE proprio x-,RHEE proprio y-,RTOE manual x-,RTOE manual y-,RTOE proprio x-,RTOE proprio y-
0,1717574278202396200,-5,-6.789210093335129,-7.531429258780162,0.7422191654450332,143.8662426312462,304.74193019879226,143.92769781553852,304.9791682552674,-121.60459088013926,273.1371528375762,-120.89734179245593,269.9664936362399
1,1717574292738636000,10,7.962074933435302,6.350957403739783,1.6111175296955187,141.82373085136155,301.8571146867376,142.1054522679557,302.1481818601885,-122.97966741069816,338.8940819231539,-123.92207654447097,331.75739989054864
2,1717574305150108100,-10,-10.824547567032562,-10.763280238691825,0.06126732834073678,144.2677297753301,305.59252487225035,144.21280319430537,305.9372133839208,-117.95680352826042,255.45407572902351,-117.78932694750017,256.1316351560218
3,1717574320428467200,-15,-15.524307959379003,-17.586826730892124,2.062518771513121,144.7251621280243,306.71020301970026,145.51718753359268,308.0198646644058,-112.08596771686571,235.37282711676954,-109.36363679928668,227.23139822479106
4,1717574336928136600,5,3.5508053056708886,3.682686446333544,0.13188114066265522,142.49030776353266,302.58709257716833,142.48167810568268,302.6144275941928,-124.40958844959763,319.1489532664827,-124.6130216567735,319.8056208163725
5,1717574349028154200,15,13.245768256929358,12.711191964040701,0.5345762928886568,140.8042399036241,300.8850472587316,140.88496822131606,301.0970265616178,-120.33445466534324,362.35469136947574,-120.49743760603896,360.05574872834393
6,1717574362922488700,15,12.526151678706077,12.271072699055273,0.25507897965080417,140.86225100106552,301.0049522645793,140.9166333120021,301.0335084058705,-120.78176152293176,359.135338437687,-121.11763690482412,358.0276497924069
7,1717574376934706500,-15,-15.68058089591969,-17.07310981379429,1.3925289178745999,144.66821655358268,306.67453300492195,145.1288555933023,307.58638149761174,-112.55056431120707,234.4676519288127,-110.31810189817126,229.13185056794032
8,1717574395131223100,10,8.295929859828883,7.0537867080394845,1.2421431517893984,141.5702347268091,301.693074703769,141.75999876695795,302.0256325572717,-123.69771037469336,340.37223802290646,-124.11717401023134,334.92463020130936
9,1717574410762745400,-5,-5.950831634411079,-5.162640343090577,0.7881912913205023,143.5530468161805,304.5141582532107,143.48630072253343,304.4334271265118,-122.7486425268225,276.75575333543577,-123.07292034475977,280.34987648652805
10,1717574422404473200,5,2.8317058557299313,4.138352382842938,1.3066465271130068,142.4899599664995,302.72805577054294,142.26573825048285,302.53618435415535,-125.11476905926352,315.9645536226202,-125.13525732359729,321.88364603196146
11,1717574437911875000,-10,-10.17882800728985,-10.044988362640163,0.13383964464968656,143.99950098119288,305.4192350306569,143.97297959816007,305.68834414539106,-118.93472271497481,258.2101995645684,-118.69101502671742,259.16091074635494
12,1717574454070640400,10,8.112642228672033,5.478496143362674,2.634146085309359,141.6243606508982,301.8069993116604,142.0420388997715,302.3477480050632,-123.67573663432377,339.6245201959975,-124.44691688631525,327.90677544599123
13,1717574469221719100,-5,-7.085054456848158,-7.061773278285215,0.023281178562942983,143.70812490191545,304.8328506807181,143.67308867708275,304.98753423101977,-121.6870436497566,271.84643477127855,-121.65200629556205,272.1192982640755
14,1717574490701218400,15,12.422670204640854,9.299084827596493,3.1235853770443605,140.8124836644295,301.0690733593777,141.36631722247049,301.6111788543849,-120.94016345958097,358.7277088035646,-122.99626002550163,344.897875273688
15,1717574507417314800,-15,-16.182422205094674,-15.12702258944829,1.055399615646385,144.64644400282978,306.85657886081924,144.46103130671824,306.7639013456371,-111.77865641042041,232.44350171223658,-113.24963538172537,237.09781648756726
16,1717574521736991200,5,2.814517910254492,3.5154017297043407,0.7008838194498486,142.45173039558452,302.73988675469025,142.30116952346467,302.6636354822529,-125.07168750135001,315.8919142261256,-124.76760432296705,319.07032219389504
17,1717574534372559800,-10,-10.948034433447866,-8.288848383138534,2.659186050309332,144.01990903412334,305.66692423016764,143.76990041719193,305.2115350131555,-118.25013468711144,254.93360738406867,-120.81291598493281,266.665667251136
