,0,1,2
0,1719316434942021000,58.44180843477708,outward
1,1719316435090135900,58.31154436301832,outward
2,1719316436759707900,61.31370415808269,outward
3,1719316438019870300,52.848490783144385,outward
4,1719316439281661400,59.77615819876192,outward
5,1719316440579783500,56.17629238778124,outward
6,1719316449639912200,-17.96986724614664,inward
7,1719316450889736700,-16.90492695620149,inward
8,1719316452139626700,-33.16252138589165,inward
9,1719316453399397000,-40.28988046028677,inward
10,1719316454599431100,-48.70519221330274,inward
11,1719316455850017300,-34.43779085323542,inward
