,0,1,2
0,1718785775313505300,39.235157379664365,outward
1,1718785776243312200,36.416102063742024,outward
2,1718785777692993400,20.97876695844787,outward
3,1718785779032331600,26.075428200734702,outward
4,1718785780523116000,23.116438828246682,outward
5,1718785781983186100,26.28556627794083,outward
6,1718785792483038500,-42.66190077912729,inward
7,1718785794053062700,-43.447716614476754,inward
8,1718785795493290800,-43.61997704754614,inward
9,1718785797014362600,-34.03131294750431,inward
10,1718785798553419100,-36.101636025075734,inward
11,1718785800093328100,-38.617175289298615,inward
