,0,1,2
0,1715168845198539500,35.26562871438893,outward
1,1715168845743531600,37.60430562446667,outward
2,1715168847236510700,35.74300507060115,outward
3,1715168848674491100,43.66766351663797,outward
4,1715168850094471500,38.24414475177865,outward
5,1715168851583450400,36.36239933165232,outward
6,1715168860354329400,-15.478421715022176,inward
7,1715168861793309100,-30.932802973751702,inward
8,1715168863264289100,-33.70049203992987,inward
9,1715168864704269000,-40.56884010301973,inward
10,1715168866154249000,2.0543029913849877,inward
11,1715168867614228300,5.133949760723519,inward
