,0,1,2
0,1719325496364962000,40.4161203793572,outward
1,1719325496897256800,39.62104510220385,outward
2,1719325498187706200,26.521550433843082,outward
3,1719325499477946300,20.395419851774225,outward
4,1719325500807475900,37.424563925422774,outward
5,1719325502089219300,30.448206502395283,outward
6,1719325512228470800,-37.575068342442314,inward
7,1719325513527755800,-20.051816167124525,inward
8,1719325514807986300,-36.8579982505683,inward
9,1719325516097802700,-24.590590563652288,inward
10,1719325517388364300,-42.40514260070127,inward
11,1719325518668001800,-36.981306692542915,inward
