,0,1
0,1719325861550374500,-21.631444166641977
1,1719325862890534300,-23.022748606214808
2,1719325864230264500,-24.626677661026953
3,1719325865569810200,-23.67833724802479
4,1719325866879958200,-19.080628461022076
5,1719325868140259500,-16.80373894009716
6,1719325869410012100,-12.208789539448693
7,1719325870700055700,-21.354669405717647
8,1719325872009950500,-20.96478451715863
9,1719325873340154900,-19.891011209841736
10,1719325874621362100,-23.99120131930446
11,1719325875929934400,-20.491858868500714
12,1719325877260519800,-21.18861666581113
13,1719325878540436900,-13.803396314378254
14,1719325879830453100,-19.817611907923567
15,1719325881160367000,-21.592809836234647
16,1719325882429960700,-12.87740449285772
17,1719325883760034600,-8.713166336026175
18,1719325885020346900,-21.3848233088536
19,1719325886321029400,-18.797716989920648
20,1719325887620203400,-16.212145476415383
21,1719325888920566500,-16.10384726710157
22,1719325890170723300,-20.604204926975363
23,1719325891390605900,-12.64083907051161
24,1719325892552110600,-7.2581808965274615
25,1719325893830670500,-8.41025339912433
26,1719325895040700000,-14.173657715208845
27,1719325896290078900,-19.971632784204672
28,1719325897560204200,-9.280473480396063
29,1719325898850408000,-8.304269231888886
30,1719325900111319100,-28.88311963980645
31,1719325901380146500,-19.37386296881733
32,1719325902640701900,-18.78196707094907
33,1719325903910338400,-23.484906384820874
34,1719325905181106400,-22.825045118337897
35,1719325906450381300,-19.801408871349427
36,1719325907740595200,-26.129639395247416
37,1719325909040261000,-29.99840084614367
38,1719325910291076900,-22.887941446217994
39,1719325911540114800,-16.455698109888758
40,1719325912820733800,-25.83897103704134
41,1719325914060788900,-23.259021834361533
42,1719325915300141900,-22.610144015052956
43,1719325916560729300,-24.993700927882433
44,1719325917790615300,-19.906731918214057
45,1719325919060367300,-27.204911814394396
46,1719325920310526100,-22.825591632909074
47,1719325921600913500,-23.676623674137
48,1719325922870643300,-26.142435965300674
49,1719325924191238900,-17.854870721949258
50,1719325925460172900,-19.51809147316192
51,1719325926731465900,-20.887600792091227
52,1719325928020675700,-22.73512398373991
53,1719325929310887000,-22.433712918409288
54,1719325930640966900,-21.86088660591656
55,1719325931980195100,-22.366874983106275
56,1719325933280971700,-14.877602918124708
57,1719325934600199300,-20.81389852283083
58,1719325935910839500,-19.824153563083556
59,1719325937200775600,-14.710137983036025
60,1719325938490691300,-11.878639686647787
61,1719325939781884100,-23.116917108806767
62,1719325941050268200,-15.100778210175482
63,1719325942350509700,-23.675697655133042
64,1719325943640466900,-25.33423315736129
65,1719325944990417600,-23.333067814773646
66,1719325946310828700,-28.307267387833907
67,1719325947601029700,-17.26155918119644
68,1719325948870542100,-23.362462060209864
69,1719325950121285300,-16.046147054744484
70,1719325951380181800,-14.147916493713037
71,1719325952630831400,-15.99487149284941
72,1719325953900563700,-16.76646870640989
73,1719325955171406000,-22.33727908750297
74,1719325956460553600,-20.478396264339672
75,1719325957741128100,-13.702736920108755
76,1719325959000411500,-14.29128886654981
77,1719325960292433800,-21.578368622565698
78,1719325961610453500,-21.532853170468005
79,1719325962962394700,-19.99573172067163
