,0,1,2
0,1717072268318406800,40.996389441749976,outward
1,1717072268337343400,40.04878750374324,outward
2,1717072269656927000,43.17071877252225,outward
3,1717072271097105900,46.00364568783353,outward
4,1717072272517352400,43.37505609313217,outward
5,1717072273937598700,40.943267237605376,outward
6,1717072281087665700,-52.74259591337212,inward
7,1717072282567711700,-39.59852447914736,inward
8,1717072284027824200,-67.42140820951835,inward
9,1717072285476974100,-54.948933721653646,inward
10,1717072286928116800,-63.38192501160875,inward
11,1717072288427099000,-54.97788225554608,inward
