,0,1,2
0,1720007913890054800,59.35152132541938,outward
1,1720007914388408200,60.222042885085365,outward
2,1720007915607950900,63.11067174566225,outward
3,1720007916816571100,75.47499316491222,outward
4,1720007918056427200,61.795927854361544,outward
5,1720007919276688300,74.10754916666589,outward
6,1720007933966980000,-41.964702996581195,inward
7,1720007935127248600,-60.348381089517424,inward
8,1720007936286976200,-58.94525553435247,inward
9,1720007937516505400,-50.1545901139299,inward
10,1720007938716706800,-60.614138062106285,inward
11,1720007939947000100,-53.515590961310195,inward
