,time (ns),deg test,FPA manual (deg),FPA prop (deg),absolute error (deg),RHEE manual x-,RHEE manual y-,RHEE proprio x-,RHEE proprio y-,RTOE manual x-,RTOE manual y-,RTOE proprio x-,RTOE proprio y-
0,1718801355320518200,-5,-8.730622782238886,-7.450347673285723,1.2802751089531625,176.5738008507685,307.00053355866265,176.73316440344442,306.95449129854086,-49.94666243313405,272.2141187626733,-50.625892955894976,277.22252428869007
1,1718801367340785000,10,5.96794036062944,5.739619302001266,0.22832105862817365,176.61136593385788,304.10275012023016,176.68491401720377,304.1561156522227,-50.81523321673897,327.87759497086296,-50.77760143682977,327.0187584310069
2,1718801379961023600,-10,-13.848966598017109,-15.840799718301398,1.991833120284289,176.1627845869286,306.8302848887911,176.21276858086478,307.67003347061814,-46.09755923351633,252.03645614365885,-44.12253763480688,245.15193045754066
3,1718801393761039100,-15,-18.880637667927164,-18.997260141890237,0.11662247396307279,175.6894084697341,307.5391500659258,176.04858330790137,308.3789838284864,-40.61700793925045,233.56256774960514,-40.35281698012202,233.87758108082764
4,1718801407847295300,5,1.3432082189267007,0.39462994505967247,0.9485782738670283,176.32144213367624,304.5155548709899,176.3781186453171,304.6102242916516,-52.097730498241475,309.87145948976115,-51.99130279973187,306.18316453469646
5,1718801422672319200,15,11.337954530735015,9.712383323015978,1.6255712077190374,176.57109989023624,303.63883088571396,176.7393894525511,303.95330258953953,-47.50416361224241,348.56786844035025,-48.454894863469065,342.4965616630393
6,1718801437287240400,15,12.48026909058865,11.958597268278384,0.5216718223102657,176.4956429139346,302.85353671730644,176.85099279697658,303.7548792693059,-46.763199957301,352.2681745147841,-46.76101843334829,351.1162197991976
7,1718801451683138000,-15,-17.571049550288265,-15.738721959739935,1.8323275905483296,175.62930381551067,306.95548966181235,176.04446370789844,307.6597543127163,-42.320896656150985,237.93880188114537,-44.355314786754136,245.54741947244
8,1718801466832924700,10,6.339678908876987,5.279902704589943,1.0597762042870444,176.38626444203516,304.03040043526113,176.4982519719675,304.20886386614114,-50.77628724085978,329.2686255929628,-50.91750918472921,325.2251330575818
9,1718801496162879600,-5,-9.274079681538064,-8.7033800878296,0.5706995937084631,176.7596039807281,307.25484729751275,176.83735880343468,306.80758436415243,-49.719445928787295,270.27267827238103,-49.8505351763281,272.10577570719596
10,1718801507788355300,5,1.3952383258795624,1.0327594022322355,0.3624789236473269,176.38843271680278,304.494435371768,176.60822736809257,304.59609191524174,-52.17224465727321,310.0613317348052,-52.00956072920774,308.7173857715866
11,1718801519736396300,-10,-13.088789157982408,-12.927119568060002,0.16166958992240588,176.40198607665178,307.0180880548861,176.61782083155015,307.8354941274265,-46.87799539917568,255.10526082183054,-46.90691131049531,256.53013454447193
12,1718801532512531000,10,6.618409854511799,6.335688980296567,0.28272087421523207,176.6258575676231,304.2027061617147,176.92694930922337,304.3565288340372,-50.6265391053912,330.5707049175464,-50.47406451605692,329.60521666584407
13,1718801543740697900,-5,-9.426585982630279,-9.472231651168443,0.045645668538163875,176.7282496219049,307.14464171473657,176.78483301138755,307.08720773755573,-49.570238800951316,269.57327834767455,-49.39273956630236,269.35073991579304
14,1718801555379880300,15,11.268666146620774,10.086777776072234,1.1818883705485401,176.84101472698327,303.85492215091625,176.98651946635812,304.0468047270014,-47.726282343277404,348.6001952871935,-48.39001447681858,344.13882143182605
15,1718801569013842600,-15,-17.877505787749158,-19.82896334921099,1.951457561461833,176.04909733863602,307.6259706647496,176.19896947580537,308.901195514192,-42.101370851183304,237.25985758877815,-39.40733806808668,231.1550089162371
16,1718801580874145600,5,1.2011226403722879,-0.4907007645311181,1.691823404903406,176.31793417506796,304.5373860460924,176.5259402829386,304.7460872314551,-52.36646559100381,309.3321241065416,-52.197362962837765,302.78717429116074
17,1718801592704655600,-10,-13.753520236134348,-13.164674998758448,0.5888452373758994,176.4912083374874,307.37759341276205,176.7036806979502,307.53064678841645,-46.27426294456629,252.85272300077278,-46.534119184214354,255.31587869596424
