,0,1,2
0,1717500591532569000,66.95193978195442,outward
1,1717500591576821900,69.23506339573984,outward
2,1717500593006683800,62.10034737196388,outward
3,1717500594527623900,56.78750535307244,outward
4,1717500595956276700,68.0637352537314,outward
5,1717500597405850100,35.33026624698659,outward
6,1717500611966076600,-36.86262347146231,inward
7,1717500613416954400,-27.433764552075527,inward
8,1717500614916600300,-12.130539203146546,inward
9,1717500616426296900,-35.29851803966496,inward
10,1717500617916850100,-48.01935205714723,inward
11,1717500619456699100,-38.190802930361706,inward
