,0,1,2
0,1716895073602539500,31.46243838120572,outward
1,1716895073619483300,31.25767642155025,outward
2,1716895074808974000,45.0323804008549,outward
3,1716895076209033600,32.79889960248251,outward
4,1716895077618636800,43.63201108534131,outward
5,1716895079038518700,42.67100616655538,outward
6,1716895087479044200,-13.669821049008391,inward
7,1716895088889077600,-17.750494851133002,inward
8,1716895090318890300,-9.556044091481095,inward
9,1716895091749148000,-11.645777000791016,inward
10,1716895093188568200,-18.63492751045608,inward
11,1716895094619741000,-14.166392007137334,inward
