Subject,Vibration Side,Vibration Pair (ms),Accuracy
24,0,60,1.0
24,1,60,1.0
24,1,220,1.0
24,1,220,1.0
24,0,220,1.0
24,0,220,1.0
24,1,220,1.0
24,0,220,0.0
24,0,220,1.0
24,1,220,0.0
24,0,220,1.0
24,0,220,0.0
24,1,270,1.0
24,0,270,1.0
24,0,270,1.0
24,0,270,1.0
24,1,270,1.0
24,0,270,1.0
24,1,270,1.0
24,0,270,1.0
24,1,270,1.0
24,1,270,1.0
24,0,330,1.0
24,1,330,1.0
24,1,330,1.0
24,0,330,1.0
24,1,330,1.0
24,0,330,1.0
24,1,330,1.0
24,0,330,0.0
24,1,330,1.0
24,0,330,0.0
24,0,380,1.0
24,0,380,1.0
24,1,380,1.0
24,1,380,1.0
24,0,380,1.0
24,1,380,1.0
24,1,380,1.0
24,0,380,0.0
24,1,380,1.0
24,1,380,0.0
24,0,600,1.0
24,1,600,1.0
24,1,600,1.0
24,1,600,1.0
24,0,600,1.0
24,1,600,1.0
24,0,600,1.0
24,1,600,1.0
24,0,600,1.0
24,0,600,1.0
25,1,60,1.0
25,0,60,1.0
25,0,60,0.0
25,1,60,1.0
25,0,60,1.0
25,1,60,1.0
25,0,60,1.0
25,1,60,0.0
25,0,60,1.0
25,1,60,1.0
25,1,220,1.0
25,1,220,1.0
25,0,220,1.0
25,0,220,1.0
25,1,220,0.0
25,0,220,1.0
25,0,220,1.0
25,1,220,0.0
25,0,220,1.0
25,0,220,1.0
25,1,270,1.0
25,0,270,1.0
25,0,270,1.0
25,0,270,1.0
25,1,270,1.0
25,0,270,1.0
25,1,270,0.0
25,0,270,1.0
25,1,270,1.0
25,1,270,1.0
25,0,330,0.0
25,1,330,1.0
25,1,330,1.0
25,0,330,1.0
25,1,330,0.0
25,0,330,1.0
25,1,330,1.0
25,0,330,1.0
25,1,330,1.0
25,0,330,0.0
25,0,380,1.0
25,0,380,1.0
25,1,380,0.0
25,1,380,1.0
25,0,380,1.0
25,1,380,0.0
25,1,380,1.0
25,0,380,0.0
25,1,380,1.0
25,1,380,0.0
25,0,600,1.0
25,1,600,0.0
25,1,600,1.0
25,1,600,1.0
25,0,600,1.0
25,1,600,1.0
25,0,600,0.0
25,1,600,1.0
25,0,600,1.0
25,0,600,1.0
26,1,60,0.0
26,0,60,1.0
26,0,60,1.0
26,1,60,1.0
26,0,60,1.0
26,1,60,1.0
26,0,60,1.0
26,1,60,0.0
26,0,60,1.0
26,1,60,1.0
26,1,220,1.0
26,1,220,1.0
26,0,220,1.0
26,0,220,1.0
26,1,220,1.0
26,0,220,0.0
26,0,220,1.0
26,1,220,0.0
26,0,220,1.0
26,0,220,0.0
26,1,270,1.0
26,0,270,0.0
26,0,270,1.0
26,0,270,0.0
26,1,270,1.0
26,0,270,1.0
26,1,270,1.0
26,0,270,1.0
26,1,270,1.0
26,1,270,1.0
26,0,330,1.0
26,1,330,1.0
26,1,330,1.0
26,0,330,1.0
26,1,330,0.0
26,0,330,1.0
26,1,330,1.0
26,0,330,1.0
26,1,330,1.0
26,0,330,1.0
26,0,380,1.0
26,0,380,1.0
26,1,380,1.0
26,1,380,1.0
26,0,380,0.0
26,1,380,1.0
26,1,380,1.0
26,0,380,0.0
26,1,380,1.0
26,1,380,0.0
26,0,600,1.0
26,1,600,0.0
26,1,600,1.0
26,1,600,0.0
26,0,600,1.0
26,1,600,1.0
26,0,600,1.0
26,1,600,1.0
26,0,600,1.0
26,0,600,1.0
27,1,60,0.0
27,0,60,0.0
27,0,60,0.0
27,1,60,0.0
27,0,60,1.0
27,1,60,0.0
27,0,60,1.0
27,1,60,1.0
27,0,60,1.0
27,1,60,1.0
27,1,220,1.0
27,1,220,1.0
27,0,220,0.0
27,0,220,1.0
27,1,220,1.0
27,0,220,1.0
27,0,220,1.0
27,1,220,0.0
27,0,220,1.0
27,0,220,0.0
27,1,270,1.0
27,0,270,1.0
27,0,270,1.0
27,0,270,0.0
27,1,270,1.0
27,0,270,1.0
27,1,270,1.0
27,0,270,1.0
27,1,270,1.0
27,1,270,1.0
27,0,330,1.0
27,1,330,1.0
27,1,330,0.0
27,0,330,1.0
27,1,330,0.0
27,0,330,1.0
27,1,330,1.0
27,0,330,0.0
27,1,330,1.0
27,0,330,1.0
27,0,380,1.0
27,0,380,1.0
27,1,380,1.0
27,1,380,1.0
27,0,380,1.0
27,1,380,1.0
27,1,380,1.0
27,0,380,1.0
27,1,380,1.0
27,1,380,1.0
27,0,600,1.0
27,1,600,1.0
27,1,600,1.0
27,1,600,1.0
27,0,600,1.0
27,1,600,1.0
27,0,600,0.0
27,1,600,1.0
27,0,600,1.0
27,0,600,1.0
28,1,60,1.0
28,0,60,1.0
28,0,60,0.0
28,1,60,1.0
28,0,60,0.0
28,1,60,1.0
28,0,60,1.0
28,1,60,1.0
28,0,60,1.0
28,1,60,1.0
28,1,220,1.0
28,1,220,1.0
28,0,220,1.0
28,0,220,1.0
28,1,220,1.0
28,0,220,1.0
28,0,220,1.0
28,1,220,1.0
28,0,220,1.0
28,0,220,0.0
28,1,270,1.0
28,0,270,1.0
28,0,270,1.0
28,0,270,1.0
28,1,270,1.0
28,0,270,0.0
28,1,270,1.0
28,0,270,1.0
28,1,270,1.0
28,1,270,1.0
28,0,330,1.0
28,1,330,1.0
28,1,330,0.0
28,0,330,1.0
28,1,330,0.0
28,0,330,0.0
28,1,330,0.0
28,0,330,1.0
28,1,330,1.0
28,0,330,1.0
28,0,380,1.0
28,0,380,0.0
28,1,380,1.0
28,1,380,1.0
28,0,380,1.0
28,1,380,0.0
28,1,380,1.0
28,0,380,0.0
28,1,380,1.0
28,1,380,0.0
28,0,600,1.0
28,1,600,1.0
28,1,600,1.0
28,1,600,1.0
28,0,600,1.0
28,1,600,1.0
28,0,600,1.0
28,1,600,0.0
28,0,600,0.0
28,0,600,1.0
29,1,60,0.0
29,0,60,1.0
29,0,60,1.0
29,1,60,1.0
29,0,60,0.0
29,1,60,1.0
29,0,60,1.0
29,1,60,0.0
29,0,60,0.0
29,1,60,1.0
29,1,220,1.0
29,1,220,1.0
29,0,220,0.0
29,0,220,1.0
29,1,220,1.0
29,0,220,1.0
29,0,220,1.0
29,1,220,1.0
29,0,220,1.0
29,0,220,1.0
29,1,270,1.0
29,0,270,1.0
29,0,270,1.0
29,0,270,1.0
29,1,270,1.0
29,0,270,1.0
29,1,270,1.0
29,0,270,1.0
29,1,270,1.0
29,1,270,1.0
29,0,330,1.0
29,1,330,1.0
29,1,330,0.0
29,0,330,1.0
29,1,330,0.0
29,0,330,1.0
29,1,330,1.0
29,0,330,1.0
29,1,330,1.0
29,0,330,1.0
29,0,380,1.0
29,0,380,1.0
29,1,380,1.0
29,1,380,1.0
29,0,380,1.0
29,1,380,1.0
29,1,380,1.0
29,0,380,1.0
29,1,380,1.0
29,1,380,0.0
29,0,600,1.0
29,1,600,1.0
29,1,600,1.0
29,1,600,1.0
29,0,600,1.0
29,1,600,1.0
29,0,600,1.0
29,1,600,1.0
29,0,600,1.0
29,0,600,1.0
30,1,60,1.0
30,0,60,0.0
30,0,60,1.0
30,1,60,1.0
30,0,60,1.0
30,1,60,1.0
30,0,60,0.0
30,1,60,0.0
30,0,60,1.0
30,1,60,1.0
30,1,220,0.0
30,1,220,1.0
30,0,220,1.0
30,0,220,1.0
30,1,220,1.0
30,0,220,1.0
30,0,220,1.0
30,1,220,0.0
30,0,220,1.0
30,0,220,0.0
30,1,270,1.0
30,0,270,1.0
30,0,270,1.0
30,0,270,1.0
30,1,270,1.0
30,0,270,1.0
30,1,270,1.0
30,0,270,1.0
30,1,270,0.0
30,1,270,1.0
30,0,330,1.0
30,1,330,0.0
30,1,330,1.0
30,0,330,1.0
30,1,330,0.0
30,0,330,1.0
30,1,330,0.0
30,0,330,1.0
30,1,330,1.0
30,0,330,0.0
30,0,380,1.0
30,0,380,1.0
30,1,380,0.0
30,1,380,1.0
30,0,380,1.0
30,1,380,1.0
30,1,380,1.0
30,0,380,0.0
30,1,380,1.0
30,1,380,1.0
30,0,600,1.0
30,1,600,1.0
30,1,600,1.0
30,1,600,1.0
30,0,600,1.0
30,1,600,1.0
30,0,600,1.0
30,1,600,1.0
30,0,600,1.0
30,0,600,1.0
31,1,60,1.0
31,0,60,1.0
31,0,60,0.0
31,1,60,1.0
31,0,60,1.0
31,1,60,1.0
31,0,60,1.0
31,1,60,0.0
31,0,60,1.0
31,1,60,1.0
31,1,220,1.0
31,1,220,1.0
31,0,220,1.0
31,0,220,1.0
31,1,220,0.0
31,0,220,0.0
31,0,220,1.0
31,1,220,0.0
31,0,220,1.0
31,0,220,1.0
31,1,270,1.0
31,0,270,1.0
31,0,270,1.0
31,0,270,1.0
31,1,270,1.0
31,0,270,1.0
31,1,270,1.0
31,0,270,1.0
31,1,270,1.0
31,1,270,1.0
31,0,330,1.0
31,1,330,1.0
31,1,330,0.0
31,0,330,1.0
31,1,330,1.0
31,0,330,1.0
31,1,330,1.0
31,0,330,0.0
31,1,330,1.0
31,0,330,1.0
31,0,380,1.0
31,0,380,1.0
31,1,380,1.0
31,1,380,1.0
31,0,380,1.0
31,1,380,1.0
31,1,380,1.0
31,0,380,0.0
31,1,380,1.0
31,1,380,0.0
31,0,600,1.0
31,1,600,1.0
31,1,600,1.0
31,1,600,0.0
31,0,600,1.0
31,1,600,1.0
31,0,600,1.0
31,1,600,0.0
31,0,600,0.0
31,0,600,1.0
32,1,60,1.0
32,0,60,1.0
32,0,60,1.0
32,1,60,1.0
32,0,60,0.0
32,1,60,1.0
32,0,60,1.0
32,1,60,0.0
32,0,60,1.0
32,1,60,1.0
32,1,220,1.0
32,1,220,1.0
32,0,220,1.0
32,0,220,1.0
32,1,220,1.0
32,0,220,1.0
32,0,220,1.0
32,1,220,0.0
32,0,220,1.0
32,0,220,0.0
32,1,270,1.0
32,0,270,0.0
32,0,270,1.0
32,0,270,1.0
32,1,270,1.0
32,0,270,1.0
32,1,270,1.0
32,0,270,1.0
32,1,270,1.0
32,1,270,1.0
32,0,330,1.0
32,1,330,1.0
32,1,330,1.0
32,0,330,1.0
32,1,330,0.0
32,0,330,1.0
32,1,330,0.0
32,0,330,0.0
32,1,330,1.0
32,0,330,0.0
32,0,380,1.0
32,0,380,1.0
32,1,380,1.0
32,1,380,1.0
32,0,380,1.0
32,1,380,0.0
32,1,380,1.0
32,0,380,0.0
32,1,380,1.0
32,1,380,0.0
32,0,600,1.0
32,1,600,0.0
32,1,600,1.0
32,1,600,0.0
32,0,600,1.0
32,1,600,1.0
32,0,600,1.0
32,1,600,1.0
32,0,600,0.0
32,0,600,1.0
33,1,60,0.0
33,0,60,1.0
33,0,60,1.0
33,1,60,1.0
33,0,60,0.0
33,1,60,1.0
33,0,60,1.0
33,1,60,0.0
33,0,60,0.0
33,1,60,1.0
33,1,220,1.0
33,1,220,1.0
33,0,220,1.0
33,0,220,1.0
33,1,220,1.0
33,0,220,1.0
33,0,220,1.0
33,1,220,0.0
33,0,220,1.0
33,0,220,0.0
33,1,270,1.0
33,0,270,1.0
33,0,270,1.0
33,0,270,1.0
33,1,270,1.0
33,0,270,1.0
33,1,270,1.0
33,0,270,1.0
33,1,270,1.0
33,1,270,1.0
33,0,330,1.0
33,1,330,1.0
33,1,330,1.0
33,0,330,1.0
33,1,330,0.0
33,0,330,1.0
33,1,330,1.0
33,0,330,1.0
33,1,330,1.0
33,0,330,1.0
33,0,380,1.0
33,0,380,1.0
33,1,380,1.0
33,1,380,1.0
33,0,380,1.0
33,1,380,1.0
33,1,380,1.0
33,0,380,1.0
33,1,380,1.0
33,1,380,1.0
33,0,600,1.0
33,1,600,1.0
33,1,600,1.0
33,1,600,0.0
33,0,600,1.0
33,1,600,0.0
33,0,600,1.0
33,1,600,1.0
33,0,600,1.0
33,0,600,1.0
34,1,60,1.0
34,0,60,1.0
34,0,60,0.0
34,1,60,1.0
34,0,60,1.0
34,1,60,1.0
34,0,60,1.0
34,1,60,0.0
34,0,60,1.0
34,1,60,1.0
34,1,220,1.0
34,1,220,1.0
34,0,220,1.0
34,0,220,1.0
34,1,220,1.0
34,0,220,1.0
34,0,220,1.0
34,1,220,0.0
34,0,220,1.0
34,0,220,0.0
34,1,270,0.0
34,0,270,1.0
34,0,270,1.0
34,0,270,1.0
34,1,270,1.0
34,0,270,1.0
34,1,270,0.0
34,0,270,0.0
34,1,270,1.0
34,1,270,1.0
34,0,330,0.0
34,1,330,1.0
34,1,330,0.0
34,0,330,1.0
34,1,330,0.0
34,0,330,1.0
34,1,330,1.0
34,0,330,1.0
34,1,330,1.0
34,0,330,1.0
34,0,380,1.0
34,0,380,1.0
34,1,380,1.0
34,1,380,1.0
34,0,380,1.0
34,1,380,1.0
34,1,380,1.0
34,0,380,1.0
34,1,380,1.0
34,1,380,1.0
34,0,600,1.0
34,1,600,1.0
34,1,600,1.0
34,1,600,1.0
34,0,600,1.0
34,1,600,1.0
34,0,600,1.0
34,1,600,1.0
34,0,600,0.0
34,0,600,1.0
35,1,60,0.0
35,0,60,1.0
35,0,60,1.0
35,1,60,1.0
35,0,60,1.0
35,1,60,1.0
35,0,60,0.0
35,1,60,1.0
35,0,60,1.0
35,1,60,1.0
35,1,220,1.0
35,1,220,1.0
35,0,220,1.0
35,0,220,1.0
35,1,220,1.0
35,0,220,0.0
35,0,220,1.0
35,1,220,0.0
35,0,220,1.0
35,0,220,1.0
35,1,270,1.0
35,0,270,1.0
35,0,270,1.0
35,0,270,1.0
35,1,270,1.0
35,0,270,1.0
35,1,270,1.0
35,0,270,1.0
35,1,270,1.0
35,1,270,1.0
35,0,330,1.0
35,1,330,1.0
35,1,330,1.0
35,0,330,1.0
35,1,330,0.0
35,0,330,1.0
35,1,330,1.0
35,0,330,0.0
35,1,330,1.0
35,0,330,1.0
35,0,380,1.0
35,0,380,1.0
35,1,380,0.0
35,1,380,1.0
35,0,380,0.0
35,1,380,1.0
35,1,380,1.0
35,0,380,0.0
35,1,380,1.0
35,1,380,0.0
35,0,600,1.0
35,1,600,0.0
35,1,600,1.0
35,1,600,0.0
35,0,600,1.0
35,1,600,1.0
35,0,600,1.0
35,1,600,1.0
35,0,600,1.0
35,0,600,1.0
36,1,60,1.0
36,0,60,1.0
36,0,60,0.0
36,1,60,1.0
36,0,60,1.0
36,1,60,1.0
36,0,60,1.0
36,1,60,1.0
36,0,60,1.0
36,1,60,1.0
36,1,220,1.0
36,1,220,1.0
36,0,220,1.0
36,0,220,1.0
36,1,220,1.0
36,0,220,1.0
36,0,220,1.0
36,1,220,1.0
36,0,220,1.0
36,0,220,0.0
36,1,270,1.0
36,0,270,1.0
36,0,270,1.0
36,0,270,1.0
36,1,270,1.0
36,0,270,1.0
36,1,270,1.0
36,0,270,1.0
36,1,270,0.0
36,1,270,1.0
36,0,330,1.0
36,1,330,1.0
36,1,330,1.0
36,0,330,1.0
36,1,330,1.0
36,0,330,1.0
36,1,330,1.0
36,0,330,1.0
36,1,330,1.0
36,0,330,1.0
36,0,380,1.0
36,0,380,1.0
36,1,380,0.0
36,1,380,1.0
36,0,380,1.0
36,1,380,1.0
36,1,380,1.0
36,0,380,1.0
36,1,380,1.0
36,1,380,1.0
36,0,600,1.0
36,1,600,1.0
36,1,600,1.0
36,1,600,0.0
36,0,600,1.0
36,1,600,1.0
36,0,600,1.0
36,1,600,1.0
36,0,600,0.0
36,0,600,1.0
