Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s01:LKNM,,,s01:RKNM,,,s01:LMED,,,s01:RMED,,,s01:LASI,,,s01:RASI,,,s01:LPSI,,,s01:RPSI,,,s01:LTHI,,,s01:LKNE,,,s01:LTIB,,,s01:LANK,,,s01:LHEE,,,s01:LTOE,,,s01:RTHI,,,s01:RKNE,,,s01:RTIB,,,s01:RANK,,,s01:RHEE,,,s01:RTOE,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
19,0,-733.401611,207.028168,484.35022,-750.245117,298.983856,481.273041,-712.091858,162.386765,113.171005,-710.841431,346.597382,105.605614,-857.140185,140.697982,970.59878,-849.233032,369.387482,962.87561,-684.937988,204.035889,1022.674194,-677.05127,284.797333,1021.75116,-767.448486,67.982147,693.679199,-741.275757,84.996063,509.969177,-718.662476,64.797195,363.779419,-692.590088,84.817093,111.001503,-636.670532,118.263794,39.852089,-861.089172,120.684029,63.837864,-732.718384,445.094391,753.109192,-737.282654,418.807373,501.677979,-702.377747,437.657715,385.234161,-687.78949,426.68042,93.275543,-632.876526,383.762421,37.06398,-856.974487,411.330505,61.325054
20,0,-733.434814,207.084625,484.348022,-749.797058,298.952026,481.328857,-712.091003,162.383255,113.177902,-710.816284,346.568878,105.603676,-857.087573,140.710341,970.61996,-849.18042,369.399841,962.89679,-684.879211,204.046783,1022.674194,-677.022095,284.805878,1021.752014,-767.452026,68.000511,693.663574,-741.289978,85.05764,509.942047,-718.677002,64.815964,363.779694,-692.596497,84.817917,111.005928,-636.677673,118.254768,39.849979,-861.086182,120.660728,63.83176,-732.672913,445.110962,753.106201,-737.253723,418.806549,501.675842,-702.3573,437.677673,385.249023,-687.7724,426.681885,93.285469,-632.866821,383.75824,37.047729,-856.983337,411.328186,61.342453
21,0,-733.445984,207.106018,484.353424,-749.675842,298.963165,481.325378,-712.112915,162.411438,113.180794,-710.823242,346.587555,105.592979,-857.026049,140.740859,970.61117,-849.118896,369.430359,962.888,-684.859985,204.058914,1022.677917,-677.007996,284.832916,1021.769287,-767.450134,68.00396,693.669067,-741.293396,85.067719,509.970245,-718.704224,64.823761,363.782349,-692.61438,84.826271,110.993126,-636.670593,118.261917,39.84824,-861.099976,120.686516,63.835167,-732.619812,445.119171,753.089172,-737.214783,418.815674,501.656219,-702.325928,437.686646,385.243835,-687.784485,426.703888,93.262932,-632.877258,383.746887,37.052174,-856.980469,411.324982,61.320969
22,0,-733.437622,207.136459,484.337189,-749.623352,298.971527,481.317383,-712.100952,162.427032,113.183334,-710.809998,346.595367,105.580231,-856.981128,140.724837,970.638941,-849.073975,369.414337,962.915771,-684.812561,204.075577,1022.674194,-676.980713,284.836273,1021.767944,-767.456909,68.030342,693.669312,-741.324524,85.117325,509.963928,-718.714172,64.852905,363.798462,-692.604309,84.813179,111.003601,-636.683228,118.254677,39.834763,-861.095886,120.672668,63.830593,-732.553467,445.125732,753.097778,-737.189819,418.827759,501.645874,-702.294678,437.685577,385.22998,-687.78009,426.69809,93.269287,-632.875488,383.765778,37.054344,-856.975769,411.31842,61.332001
23,0,-733.44104,207.171448,484.325195,-749.489258,298.947388,481.347351,-712.098755,162.443237,113.194778,-710.800171,346.602753,105.621025,-856.953845,140.747908,970.65359,-849.046692,369.437408,962.93042,-684.81134,204.085205,1022.672058,-676.957153,284.835236,1021.779419,-767.469727,68.03511,693.688293,-741.326416,85.138832,509.962982,-718.738831,64.860725,363.793549,-692.618103,84.830322,111.00927,-636.685425,118.252098,39.841801,-861.095581,120.686386,63.843147,-732.509033,445.127991,753.113342,-737.185242,418.842041,501.638702,-702.299377,437.679382,385.229095,-687.795471,426.688721,93.27375,-632.871826,383.7677,37.043476,-856.970032,411.313995,61.340324
24,0,-733.434875,207.174026,484.329895,-749.523193,298.997864,481.315094,-712.103943,162.441483,113.19487,-710.826416,346.628448,105.6064,-856.900012,140.804427,970.667689,-848.992859,369.493927,962.944519,-684.788757,204.086395,1022.679321,-676.928833,284.854736,1021.779663,-767.492126,68.063095,693.6828,-741.34613,85.146622,509.97049,-718.763916,64.881393,363.799866,-692.624878,84.838394,111.010918,-636.679504,118.264206,39.85236,-861.09375,120.702049,63.827679,-732.497681,445.139557,753.111694,-737.172302,418.858368,501.638458,-702.2854,437.697479,385.234253,-687.770874,426.711395,93.260284,-632.874512,383.763489,37.042797,-856.973572,411.318085,61.323433
25,0,-733.412842,207.183838,484.329254,-749.536316,298.97226,481.335052,-712.111267,162.459656,113.190117,-710.81189,346.619232,105.611801,-856.877917,140.760573,970.686305,-848.970764,369.450073,962.963135,-684.7724,204.077515,1022.677551,-676.909607,284.842743,1021.776428,-767.508423,68.079132,693.680542,-741.361267,85.158752,509.97876,-718.771118,64.9039,363.797974,-692.629578,84.835251,111.020004,-636.677124,118.255089,39.839622,-861.09259,120.705002,63.823021,-732.490967,445.149323,753.107117,-737.163818,418.863037,501.627197,-702.282349,437.719299,385.224457,-687.789978,426.720154,93.265205,-632.882141,383.759918,37.054276,-856.959412,411.301178,61.32373
26,0,-733.384766,207.18103,484.334198,-749.557129,298.9617,481.330261,-712.095825,162.466904,113.184921,-710.806396,346.623474,105.623642,-856.853747,140.778975,970.7344,-848.946594,369.468475,963.01123,-684.770447,204.077362,1022.652649,-676.889771,284.842407,1021.776672,-767.512634,68.100723,693.673401,-741.342346,85.180054,509.976562,-718.766785,64.905914,363.806091,-692.610535,84.844032,111.016029,-636.665955,118.258232,39.848419,-861.096558,120.714981,63.843502,-732.469482,445.159973,753.111328,-737.160339,418.866608,501.649445,-702.284058,437.702972,385.23349,-687.786194,426.714508,93.265015,-632.874939,383.772675,37.055664,-856.977783,411.315765,61.327969
27,0,-733.378784,207.196838,484.336792,-749.6922,298.967682,481.315979,-712.105103,162.465439,113.193161,-710.76886,346.638031,105.619057,-856.826159,140.780654,970.749842,-848.919006,369.470154,963.026672,-684.762268,204.057724,1022.633301,-676.872559,284.821503,1021.765259,-767.519592,68.122795,693.683228,-741.3479,85.187271,509.986053,-718.766479,64.903755,363.808228,-692.609924,84.843346,111.006279,-636.668335,118.263847,39.856178,-861.090942,120.716415,63.832752,-732.463318,445.170624,753.134094,-737.161194,418.851257,501.667664,-702.290405,437.717163,385.233307,-687.781433,426.719788,93.275864,-632.858093,383.763184,37.06142,-856.98291,411.303528,61.330223
28,0,-733.367981,207.181,484.345062,-749.705505,298.974243,481.314331,-712.111938,162.448364,113.169937,-710.815186,346.658417,105.649055,-856.812487,140.78041,970.756556,-848.905334,369.46991,963.033386,-684.758728,204.043549,1022.624512,-676.869995,284.806519,1021.75,-767.533875,68.10067,693.67572,-741.324524,85.155121,510.018707,-718.72876,64.901855,363.811432,-692.615112,84.845276,111.011665,-636.668396,118.266167,39.852032,-861.096069,120.717308,63.831135,-732.477905,445.194611,753.130127,-737.162537,418.860443,501.655151,-702.294067,437.707977,385.236877,-687.823242,426.706268,93.262871,-632.862183,383.768982,37.065586,-856.98468,411.302673,61.323986
