,0,1,2
0,1718105066769428000,53.586857812012354,outward
1,1718105066782410800,50.87326325163134,outward
2,1718105068000913400,46.3288739446445,outward
3,1718105069360863900,40.912407491653916,outward
4,1718105070730886600,44.58990050107949,outward
5,1718105072091411000,37.951402560210134,outward
6,1718105081460559500,-15.361517227693453,inward
7,1718105082790904400,-23.55681509273274,inward
8,1718105084160274600,-20.41596543581947,inward
9,1718105085511039200,-17.28316823291474,inward
10,1718105086830703500,-18.08271847060772,inward
11,1718105088140548500,-26.39107350656797,inward
