,0,1,2
0,1720164735206684100,25.750917611202564,outward
1,1720164735672368500,29.479961107807096,outward
2,1720164736981490100,59.676535738991134,outward
3,1720164738341598900,34.91083474347957,outward
4,1720164739671668300,44.97032786895039,outward
5,1720164741031488700,34.698113550030094,outward
6,1720164750482446100,-26.333086010271295,inward
7,1720164751851691400,-31.56980273937873,inward
8,1720164753231926700,-24.51923543126753,inward
9,1720164754564459000,-31.062856604692648,inward
10,1720164755862945200,-20.630309269009018,inward
11,1720164757214050100,-25.532979624361026,inward
