,time (ns),deg test,FPA manual (deg),FPA prop (deg),absolute error (deg),RHEE manual x-,RHEE manual y-,RHEE proprio x-,RHEE proprio y-,RTOE manual x-,RTOE manual y-,RTOE proprio x-,RTOE proprio y-
0,1720083509399492200,-5,-7.1751117070636,-8.20447191570839,1.0293602086447908,106.02442279600025,294.70984184220066,106.41401381922233,295.4509484555579,-130.56876280557114,264.9255781638503,-130.3443538693286,261.31468364314856
1,1720083521843165200,10,7.230055404882129,6.680710559341783,0.5493448455403458,104.88473168348493,295.5789594362101,104.93588097511719,295.3359598939259,-132.02536267240038,325.6339310271109,-132.02046271485676,323.091060368694
2,1720083534719192000,-10,-12.148260950056043,-13.45551112176286,1.3072501717068175,106.68981899747885,293.75630240713474,106.56555166537768,295.13408460278606,-127.03358034901352,243.4443938595373,-126.37140176050063,239.40212951334271
3,1720083547347184800,-15,-16.980335036621526,-16.364879468005174,0.6154555686163512,107.14710204194436,294.34567587172023,106.29555178564529,296.6755415776318,-121.32871994633213,224.57934496562748,-123.40579685624495,229.22372678316282
4,1720083558233131000,5,2.839648466600449,2.1478851156521377,0.6917633509483112,105.0321611494028,294.5615378273949,105.15489594115608,294.5624687511128,-133.48461980805047,306.39240773497323,-133.56691127469992,303.5157869196796
5,1720083571160057200,15,12.483170041113345,20.543162189204416,8.059992148091071,104.74133206124749,296.0139628219048,104.43556071027143,296.7828378545828,-128.2913420297372,347.60425272054243,-118.42675393187233,380.2990529402525
6,1720083584249478300,15,12.81471819663687,13.17062902049113,0.355910823854261,104.61478317620627,295.75293448840273,104.76868922371594,296.00717255387417,-127.7862170348448,348.61593087355135,-127.03005617372666,350.24973089910793
7,1720083599475193500,-15,-15.553388705300131,-16.643730201689237,1.0903414963891063,107.01515544766718,294.93611382526944,105.90643565377056,300.222908556831,-122.40669120711397,231.08152658483783,-122.61184663072802,231.90869286234258
8,1720083612418246900,10,6.931381138509494,7.9288770978401635,0.9974959593306698,105.37126042991248,296.05435608256363,105.40500557087988,296.18146395662455,-131.24435261414786,324.8194933975808,-130.6657801567341,329.060271658258
9,1720083624721630900,-5,-7.621870338144077,-5.266774764468464,2.3550955736756123,106.10063161377342,294.9216345256767,106.10106281238717,295.4140478795091,-129.89186793221305,263.34182331490905,-131.65868924158767,273.4967960418114
10,1720083636869627600,5,2.766429381686419,4.891691240484668,2.1252618587982495,105.27210034336717,295.4321322026882,105.28529752376349,295.6697712708479,-132.96679692267625,306.94403985163456,-132.581225120055,316.02737841445713
11,1720083650176138700,-10,-11.499741208992365,-13.583044444325276,2.0833032353329113,106.618371694487,294.7142665907633,106.74749096270696,295.0822219340083,-127.05101472789698,247.17479173173646,-125.88565319360143,238.87520852333523
12,1720083662137406500,10,7.338570598337318,10.45849293729823,3.1199223389609116,105.25768741239058,296.01142649832224,104.91110899725696,296.14605820871657,-131.33022578630775,326.48093196810544,-129.42615225661686,339.40233242850417
13,1720083674456600700,-5,-6.974006204081872,-7.057968230974836,0.08396202689296395,106.28990919539667,295.2402921240896,105.98092614268947,295.564593633152,-130.5841730350152,266.264890417674,-130.811876040535,266.24687937884585
14,1720083689018071300,15,12.365521929354456,11.306066246914307,1.0594556824401486,105.37132992297542,297.2447223169291,105.15776364013058,297.0024214879357,-127.68208214526635,348.33783703868755,-128.52500751976373,343.72257666191206
15,1720083703041196600,-15,-16.265691067396222,-15.564053254655592,0.7016378127406302,107.17750712687003,295.2935111236228,106.70908333611084,295.84682523986453,-121.52781392806448,228.56402913995515,-123.67959373346343,231.67693480216457
16,1720083715753343500,5,3.132298714119191,8.040720335789494,4.908421621670303,105.38016004991042,295.53100925560915,104.72258376615572,295.53246017636377,-132.89047829069182,308.5700015141051,-131.59357816163964,328.9158161088861
17,1720083729569672100,-10,-11.457239843846857,-11.40575406433937,0.05148577950748745,106.74258251467712,295.2083385474778,106.47513714735189,294.89200090014793,-127.17031995727703,247.79998956587664,-128.85196019195385,247.4171400717562
