,0,1,2
0,1719907566668234100,57.79347939073656,outward
1,1719907567109831500,58.942075326853576,outward
2,1719907568480660700,59.79142997865586,outward
3,1719907569860260300,55.90927269072585,outward
4,1719907571250103000,65.8090658111682,outward
5,1719907572610415500,59.83797234697836,outward
6,1719907582220363600,-48.273119097158535,inward
7,1719907583590253300,-32.08235801399603,inward
8,1719907584930009800,-42.546583146992084,inward
9,1719907586290292800,-38.334936854502665,inward
10,1719907587619726600,-46.0487991281007,inward
11,1719907588999761500,-39.87068139881956,inward
