,0,1,2
0,1718355089623185600,35.92712598573009,outward
1,1718355089735319300,39.660414189313954,outward
2,1718355091185765600,41.64420618732358,outward
3,1718355092685342300,32.48324214940744,outward
4,1718355094155453700,36.431057543849676,outward
5,1718355095634987900,44.46359851677349,outward
6,1718355107055735100,-38.125992129098286,inward
7,1718355108485423300,-28.455748752582494,inward
8,1718355109855364400,-35.39804506696367,inward
9,1718355111295573700,-31.195410922321432,inward
10,1718355112715938500,-29.96374268863846,inward
11,1718355114225251100,-20.985351562241547,inward
