,0,1,2
0,1718360667673812500,31.375910131712246,outward
1,1718360668153814900,32.34145409230002,outward
2,1718360669373759900,37.15849080064581,outward
3,1718360670624096600,35.17093331748983,outward
4,1718360671854252400,39.138971006410415,outward
5,1718360673103682500,42.915686122417775,outward
6,1718360683144009000,-42.00858525413133,inward
7,1718360684423892300,-42.80251152646192,inward
8,1718360685694394500,-37.07126474073703,inward
9,1718360686973914000,-41.95638129056984,inward
10,1718360688254125700,-41.52827334142366,inward
11,1718360689524163100,-41.19243506737756,inward
