,0,1
0,1718363056732026000,1.0278014806659823
1,1718363057911894100,1.876954374460114
2,1718363059122736100,2.01958201052378
3,1718363060331774500,0.47178321277397994
4,1718363061524273400,1.2783386714009677
5,1718363062721257300,2.7894606794534402
6,1718363063921251800,-1.7846810378986975
7,1718363065122058900,-1.2118858720966306
8,1718363066311683600,-12.132987476699881
9,1718363067531701400,-7.923922827355273
10,1718363068781812200,-2.3222133408778576
11,1718363070012257700,1.40658580219335
12,1718363071252003900,1.620260489440392
13,1718363072471925700,-0.4296126224175912
14,1718363073732056900,0.8181240022551971
15,1718363074961921500,-1.3117660742601056
16,1718363076201440600,-0.3315027727023521
17,1718363077431988600,-1.022674193515066
18,1718363078651541800,-0.7253060115850062
19,1718363079862020200,0.09127754261806055
20,1718363081101556400,-0.6201686270688448
21,1718363082362071300,-0.9067340239356063
22,1718363083622059400,-7.4205052396806
23,1718363084831436400,-6.704042605932627
24,1718363086052083400,-9.792573437495074
25,1718363087272077900,-9.877637932772991
26,1718363088462059300,-7.697476170409311
27,1718363089672030600,-10.23479956386659
28,1718363090882096900,-7.844935216508241
29,1718363092072118200,-10.410354541420745
30,1718363093272107500,-10.542936812104289
31,1718363094462081500,-11.620134040218623
32,1718363095641569600,-10.608123923309861
33,1718363096862123100,-8.940046748734938
34,1718363098072367000,-11.915984803530929
35,1718363099312144400,-11.674326836541752
36,1718363100491510100,-10.911449863944899
37,1718363101712202500,-11.262496659839702
38,1718363102902169500,-8.9419566016282
39,1718363104072143900,-11.349678667463506
40,1718363105262402600,-12.073271366831127
41,1718363106471751300,-6.925396701306914
42,1718363107672190900,-9.752052212802832
43,1718363108821783000,-9.957906879833585
44,1718363110011799900,-7.8420762826464605
45,1718363111162129000,-9.418251425711404
46,1718363112332178600,-11.625019634211673
47,1718363113492204300,-11.334405138421857
48,1718363114662188400,-12.290270758222098
49,1718363115853020800,-9.220457808235356
50,1718363117042105000,-10.494202166693015
51,1718363118232237500,-10.502622115367457
52,1718363119412593200,-9.36486236258311
53,1718363120582234500,-9.111753888713952
54,1718363121752252100,-9.28263695032813
55,1718363122922294400,-8.849975938735492
56,1718363124092250800,-8.965251527772585
57,1718363125262227700,-7.605195039377203
58,1718363126482235200,-9.380471307285143
59,1718363127662939500,-9.929644052865969
60,1718363128882159100,-11.66515092477658
61,1718363130052243600,-11.928418070269464
62,1718363131262280400,-10.986203280169683
63,1718363132452292000,-8.93790249092484
64,1718363133622293000,-11.254255332071473
65,1718363134782677700,-11.845057941285544
66,1718363135962293400,-11.081667820343535
67,1718363137141965700,-9.809378637148338
68,1718363138362280900,-10.432063826018393
69,1718363139552328800,-8.689820629240284
70,1718363140751827700,-9.62970078223219
71,1718363141922331000,-10.574860684667204
72,1718363143112346700,-11.827946648011176
73,1718363144292343800,-9.43391434999517
74,1718363145492367900,-9.385576233694247
75,1718363146702363000,-10.548214686408103
76,1718363147902374200,-8.78510390808669
77,1718363149122061000,-9.8919598673427
78,1718363150322177500,-9.259591201402001
79,1718363151512390700,-10.8879224983617
80,1718363152722352200,-12.701622284948478
81,1718363153912402200,-11.24580815802943
82,1718363155112388600,-8.267314747608049
83,1718363156312408200,-10.339075379955878
84,1718363157482389900,-10.933147484571737
85,1718363158692422900,-9.024183582491514
86,1718363159882332200,-8.317416593938688
87,1718363161082437000,-9.176829410397636
88,1718363162302448100,-7.3422840081939755
89,1718363163512438100,-11.467468896333974
90,1718363164732447400,-11.687292074012806
91,1718363165952288100,-9.698632719625165
92,1718363167142473900,-10.849626714896909
93,1718363168342458500,-12.791435446985298
94,1718363169552438900,-10.435164007633794
95,1718363170752482100,-9.779079753256497
96,1718363171922520200,-9.816643470527287
97,1718363173102353700,-8.422794690210882
98,1718363174312252300,-11.910057909891202
99,1718363175502318300,-10.381014322957695
100,1718363176722417000,-12.224732670908269
101,1718363177882579900,-10.314269961976033
102,1718363179082388900,-9.532471774213622
103,1718363180292381400,-12.397405861481534
104,1718363181502541900,-10.39593138712269
105,1718363182702368300,-8.323997087613542
106,1718363183892829600,-11.400740941223267
107,1718363185082061300,-9.035995985798252
108,1718363186272021700,-10.729063752073124
109,1718363187432016600,-10.75931639385381
110,1718363188621949900,-10.56166285162947
111,1718363189792563500,-10.651330221572541
112,1718363190972293900,-11.830548261196924
113,1718363192142905900,-11.644118004469941
114,1718363193322532300,-10.027552907584893
115,1718363194552589700,-11.184334986335136
116,1718363195722581400,-11.251075375352698
117,1718363196932553400,-6.353475950209162
118,1718363198102622000,-8.514640987063718
119,1718363199281927800,-9.474341737495525
120,1718363200462799200,-6.9643081627728955
121,1718363201631838100,-8.777717818394807
122,1718363202801909000,-9.727754306255104
123,1718363203982643100,-9.355780807599073
124,1718363205182620800,-7.383815217152189
125,1718363206392640800,-9.282860874422303
126,1718363207591986500,-8.706579419424527
127,1718363208772666600,-10.330983266653298
128,1718363209992632500,-12.359990238751807
129,1718363211201995000,-10.126832768799806
130,1718363212391763900,-11.364030506287326
131,1718363213592026900,-8.796655398719992
132,1718363214782211100,-9.515044140798485
133,1718363215961862900,-10.772017262762512
134,1718363217142179200,-11.790829819780427
135,1718363218352716900,-10.79307832846906
136,1718363219523440800,-11.520619545079699
137,1718363220722680900,-11.156680662347343
138,1718363221882063500,-11.05880015677197
139,1718363223092357600,-12.309795280443662
140,1718363224281946400,-11.999879961010508
141,1718363225472032600,-13.313189677802375
142,1718363226662728700,-12.03520529953884
143,1718363227852313400,-10.545702099308048
144,1718363229022019200,-11.137968416886682
145,1718363230191927300,-11.235319397738227
146,1718363231382745000,-12.148828493442142
147,1718363232572294500,-10.027506065571865
148,1718363233772566400,-9.778516273275708
149,1718363234932354600,-9.726493044380824
150,1718363236122766600,-10.807273446450493
151,1718363237302683000,-12.432567469744708
152,1718363238462682800,-13.45015696592149
153,1718363239672562900,-14.350276078550182
154,1718363240842545400,-8.49275417945806
155,1718363242042593500,-11.123666528133079
156,1718363243242508900,-11.224144573748864
157,1718363244472430100,-13.094864847478096
158,1718363245682411300,-11.601222857016804
159,1718363246882283500,-14.399808759046604
160,1718363248093142400,-12.205988038456352
161,1718363249292663700,-13.126820460486744
162,1718363250492349000,-10.707515411075201
163,1718363251702441300,-10.752314431909147
164,1718363252912450200,-10.145533036524768
165,1718363254142857100,-12.298387015944575
