,0,1,2
0,1716535855548114100,28.787224839199315,outward
1,1716535856175966400,29.92064132443415,outward
2,1716535857355114000,31.693916783755117,outward
3,1716535858505368300,34.97847405998907,outward
4,1716535859725885300,40.876571897130376,outward
5,1716535860916390900,40.70707878414407,outward
6,1716535871815319200,-45.19887252133696,inward
7,1716535872995231900,-31.76257813014287,inward
8,1716535874215094700,-21.679213067367694,inward
9,1716535875395588200,-39.54299386136492,inward
10,1716535876605809800,-36.27996883831479,inward
11,1716535877805296900,-25.183608199382455,inward
