0,1,2,3,4,5
2.9070579702301504,3.1968463340141002,2.6746563990964987,2.125291490373883,1.9966352308712105,2.4872434822303373
1.6495370240337959,2.0186605306322902,1.394176024798676,1.0104208819075817,0.9628685595010632,2.1592371138839104
4.8907724379021325,5.350568802404578,2.8509545820967963,2.489348240959212,2.8446058617523384,2.898517949271888
6.21962249268235,3.89852200094608,2.476075317646665,1.939736564604881,1.2517473331820543,2.1452222921224102
6.172643044129215,5.105492902461738,5.517024520834788,4.593337151071118,3.845738559658723,3.9101655533797617
2.9673609371493437,3.551122322892394,4.9132375054414705,3.4014484515222017,3.64970536208197,2.838520478207884
4.650042518513285,3.5423788034642008,2.524836243312431,1.9031436656729397,1.6204325267708664,3.703222872959114
1.875436192631499,1.199848287218467,1.8477049790774485,1.5801471669221094,1.5273127302567742,3.732330516918267
6.104554377392517,2.262945554282575,2.704893785635781,1.8353807563688733,1.865514411558716,1.9655231097507584
4.577606165379945,6.482111638993326,6.1572658951579955,6.392156808519894,5.040586511563706,3.6817620794288293
4.287061646789461,4.0889663479437175,4.484284175871422,6.663190329707561,7.87620867573902,6.372198682511318
3.941451395674102,2.6713073208771085,2.5267194378482056,2.146498164808142,2.3226878856440814,2.5727448527801013
4.275541213086452,2.3596992629811773,2.3543732323839226,2.205805410271592,1.8520612152933915,3.2931782676283916
7.915613343805696,7.461182070363114,7.124673171550393,6.976973237995894,6.588745865221031,6.254864519567102
4.540534270062421,4.711652609924743,3.3148483072359443,2.4078887499267325,2.260010719285495,2.950296969999008
3.593298460775098,1.7174851938834015,1.561972946069417,1.4170227892217873,2.026438271345854,3.185273634657972
2.577632512210044,3.1847359748999047,4.46929732353165,6.101133126393024,4.882530112660764,6.057182061216578
6.106576023066778,6.676994923695427,8.44876367966893,6.369394545700525,3.4226616783561448,2.862087629776718
6.214127025435909,4.513031330396762,3.311090466371333,3.4664618150725612,3.3926530370058536,4.445879585700274
10.658003793815235,3.233799749815506,3.7944761201814785,3.575490302182136,3.578575270392476,3.825141798200883
12.14943710771551,2.956797018904077,2.7614604911118827,2.957575323661542,2.3192662481087636,6.319892911945347
12.481577253570482,3.962585655524778,2.980890299112326,3.7715679865433818,2.448807368185911,2.845439171775027
8.217869767967931,2.131167677036385,2.028854000500812,1.5936428283195838,1.8616894267744721,4.48065322127509
4.068554793618907,2.157174920958628,1.7160014447340608,1.8907862765736103,1.7461197464352252,2.2324226387619
4.190713359115902,3.694627184727905,2.695322060232269,2.751605554857748,2.4750371194984453,3.1281672960400653
2.7549787828508245,3.6842033004132495,3.1073430778457514,3.138392217221624,2.8386416823293827,3.2984758740860736
4.109301249325275,5.012233928745275,3.911318329965358,2.760576469895399,3.695425976645472,4.033154353460421
3.3002111621827503,3.143062566161482,2.8442885705469116,3.569532551666169,4.811555660324204,3.4856072233188775
10.145284674932808,4.923620366032396,4.599735049606665,3.2645754611346036,3.903705648196305,3.68430462309647
3.749223041373226,3.1658955890582696,3.9805816433988963,4.2394764049779985,4.318600739866976,3.954078408725821
9.572180404608922,2.019369885773566,1.8526035588917398,1.2098806774115785,1.3736514031595903,2.1610035583047096
9.130547473960855,1.8813788530378093,2.549101745134536,2.409425219056085,2.1355810749999535,3.9019405066747073
4.5880713499671915,2.7897299924104493,2.641599701790298,2.40354078254013,2.1081085520315597,2.513075544665459
2.373785383120095,1.7196673249795273,1.3935303997498099,1.4846271135745213,1.515828822520013,3.510752760682226
4.072174342579875,7.319050099457192,6.2782988365627785,8.17576298421474,7.693972548168713,9.772223022616087
4.800416318386588,2.5167184532477926,1.8238668810502328,1.5500233370494196,1.3822522870979042,1.7465117585015844
