0,1,2,3,4,5
3.008623108469672,2.6953793872361986,2.3448950887018793,2.736611969501525,2.1967609621723145,2.599292305958647
1.9030710860974813,2.4526040226816717,1.3578855550383404,1.0271845211676287,1.1175628509505149,2.306977298211187
4.922441000976277,4.126504159599392,2.236849789404858,2.917680617045858,2.947711903539613,2.9951562045955673
6.21962249268235,6.205923569657414,2.6361675199104058,1.8752045080331687,1.5594344689679314,2.301204235367161
6.172643044129215,4.968514625724173,5.484813959399311,4.982435005560712,3.2819605217975414,3.9646688728033745
3.0570660140132904,2.7744453822469337,3.3472204357607875,2.811800330941268,5.9645137935857395,2.9554832718175668
4.668781844087318,5.63792603268866,2.6297346135632753,3.052265391118604,1.9794817689292252,3.7657163012416905
2.057207661439353,1.4961679266487016,2.3917016328758085,2.1754281145030188,2.4031370055402452,3.790724210558158
6.108356460124869,2.384906876214021,2.0156780729383845,1.9485612129691665,1.8957984425361627,2.1894096667955663
4.611834734483003,6.369441030866889,4.78828288401831,5.522853255061913,4.925881417333894,3.7358117324069084
4.347138454729158,2.9460274301251035,3.823540880079921,5.888303660514133,5.563613212455831,6.390151717189597
4.000696516389459,2.812613602212614,2.81993313708676,2.506376346397932,2.846283040304525,2.6961357777905586
4.325533042525493,2.4552611002287548,2.4573103986663636,3.256664212254606,1.7937392243518075,3.367249482004484
7.915613343805696,7.363699939988791,6.893913176288651,6.074686392880832,6.657939078211853,6.261411635903468
4.572308250337081,4.746812536437827,4.325982626634154,2.7230865446762467,2.415444918767932,3.0655405640217146
3.6619896470168154,1.832735486383573,1.5184680418272252,1.8213393957170396,2.0077139214104616,3.265047425000043
2.6971866702065443,3.7998657148433748,4.676640357482254,5.444569134888594,4.064139377651488,6.06004942375915
6.122544948773266,8.027082211250715,8.59042260163668,5.432738420126069,3.228976766424093,2.9772236505856315
6.230716771218795,4.4856260093669515,2.9228616923280675,2.7740040797936354,3.102075533959518,4.486538205849651
10.659763451410802,2.7959052812234018,3.524183578894034,3.829584201139457,3.789533871891528,3.8830267723964065
12.149705274313444,3.463423450170024,3.963060206043615,3.7067484451829804,2.5654955984160823,6.341044448040222
12.483691326305093,3.402879694827761,3.5215601043117477,3.9643100539160367,3.350861843269782,2.9513431774694983
8.22301943241846,2.2055309784330297,2.9483423468392167,2.175812472870251,2.4475239843766063,4.509601875710457
4.11596265458957,2.8423583415176275,2.686479620855371,3.229629793182635,2.0479012661731857,2.377066976667658
4.2337226309904015,4.077246548261307,2.5056715768422237,2.07005906712488,2.348422911864008,3.223886867724231
2.8882762167055716,2.7298495343776263,2.0399913238020955,2.57458360935129,2.9032469350389736,3.38259698021465
4.15896351409307,5.55859073506916,3.6056711079147172,2.389022312633278,3.005962572312568,4.072881542251142
3.3919735869717225,3.6415786195555184,2.502591378767098,2.7067030314602203,5.213241768618666,3.5493004511983415
10.150896749527154,5.34467292348644,6.546653691942586,3.7722875776501374,4.560293402453665,3.7519438360155464
3.8274258253791116,2.394134858505854,4.470421327745907,6.664379006611934,4.237430706367136,4.011806036220758
9.57327806030381,1.127000732182894,2.477838626897373,1.5453218984715411,1.716078614184394,2.3000387374437876
9.132403182015441,1.7575619331689627,3.1616309463655323,2.5456853262154326,2.1608724760023947,3.9648658342726235
4.623541558271277,2.6580027027277815,2.9829393738318424,2.505260091718451,2.0970600031337585,2.6140454852495796
2.559035315896251,1.9638335333214552,1.7375231337690746,2.28093691630094,1.586543071395503,3.6344078479629447
4.134881766946545,7.868903631118967,5.611202856311819,8.874528772467054,5.407100409232091,9.776192930674014
4.8248808352049455,4.100339944361879,2.5445191833795135,1.9002031375225543,1.4571024084669977,1.9939515417689155
