,0,1,2
0,1719477550505781300,55.57534801719572,outward
1,1719477550974510900,57.35902165552687,outward
2,1719477552424703000,55.91022880823629,outward
3,1719477553895183000,56.044113454457296,outward
4,1719477555374829000,56.974956911167496,outward
5,1719477556854520200,51.82289025215212,outward
6,1719477567003691700,-32.69168823641493,inward
7,1719477568463437600,-27.634613709308113,inward
8,1719477569933743400,-34.209782891043695,inward
9,1719477571374042700,-47.61116146184431,inward
10,1719477572813714300,-46.50809999183747,inward
11,1719477574283461300,-31.0585745940656,inward
