,0,1,2
0,1717483998450198900,55.8667973043195,outward
1,1717483998934354200,58.83318877707254,outward
2,1717484000242733900,78.33679068524937,outward
3,1717484001543895700,67.20673770720398,outward
4,1717484002862428000,69.31000074664412,outward
5,1717484004193010100,74.54625898905202,outward
6,1717484013764717100,-28.98400149560178,inward
7,1717484015142601800,-39.419983750699274,inward
8,1717484016512399200,-38.3672307140266,inward
9,1717484017831883600,-42.648833310329714,inward
10,1717484019181879200,-39.040687371111055,inward
11,1717484020532467500,-44.46825761597254,inward
