,0,1
0,1716885133795638200,2.3923161442585297
1,1716885135434885400,0.9301417599072342
2,1716885137015593600,0.08966413626832495
3,1716885138465395000,2.698367930843409
4,1716885139754971000,0.544437458384333
5,1716885141355183300,0.3689563802539233
6,1716885142935570500,2.8281421256791672
7,1716885144545087900,0.06052115945439145
8,1716885146015792600,-0.23274555076582973
9,1716885147435634900,1.1057157488364655
10,1716885148955167200,-0.44701102729034287
11,1716885150505050800,0.31067748825645286
12,1716885151775102300,0.6739973381865668
13,1716885153525489400,-0.35506645931487846
14,1716885154965341100,2.0595499322268607
15,1716885156654950500,0.7223050905853321
16,1716885158115778700,4.88782628825021
17,1716885159515468300,-1.0002677131731115
18,1716885160865688700,2.3831712478982414
19,1716885162505695700,7.761864016126426
20,1716885163145675000,5.538409054883624
21,1716885163705866100,-2.637457645572279
22,1716885165545831400,3.2532213927499716
23,1716885167035277300,-0.8674728563617858
24,1716885168545980100,1.6931268948722198
25,1716885169965181600,0.5221588149028181
26,1716885171345672100,1.7017808137064474
27,1716885172885527300,1.6672390886758237
28,1716885174425961500,0.7130839620367947
29,1716885175965259500,3.180488663868818
30,1716885177505697700,2.7273474406265312
31,1716885179025807800,1.110667905773969
32,1716885180515923200,2.0579704594635166
33,1716885181905653900,0.5076233720630892
34,1716885183475433100,4.305602810342802
35,1716885184945665000,-1.9196709672168655
36,1716885186315447400,4.449854580067715
37,1716885187655247900,1.441701255348114
38,1716885189215653600,3.8543331018457088
39,1716885190695241600,4.8193563257158
40,1716885192255687200,3.379061159984162
41,1716885193975703700,2.4309422847606688
42,1716885195195920300,2.8046901247450724
43,1716885196615283200,-1.9029585708163619
44,1716885198265747800,0.38782439896623555
45,1716885199675395800,-0.862832732382337
46,1716885201395207400,0.8916590102561278
47,1716885203015752800,4.0198299511684645
48,1716885204365522100,3.4841628425259024
49,1716885205895084300,4.3716898134445215
50,1716885207415677100,0.875555723494002
51,1716885208736118300,1.7940803990606522
52,1716885210295346000,5.077234619586779
53,1716885211975287000,0.6345569225788364
54,1716885213146197600,-0.5145550769777129
55,1716885214835627700,0.4325066325625389
56,1716885216257599600,1.777154599906578
57,1716885217756301700,2.0205842440467605
58,1716885218955474000,0.0001745756857053915
59,1716885220775398500,1.9819772909496982
60,1716885222175605300,3.8916836498326584
61,1716885223615855400,3.8193196901656625
62,1716885225175367500,2.6609950519723053
63,1716885226546209500,-0.4864606372135436
64,1716885227926091900,1.0788954702102016
65,1716885229516057500,-1.1454354342472854
66,1716885230945930500,0.9133150673664229
67,1716885232466128400,3.262638495478514
68,1716885233765835000,0.24403058419184928
69,1716885235556366600,1.4632833702804255
70,1716885236845811100,3.4765809310895057
71,1716885238316372200,4.358795922100691
72,1716885240127069000,5.763804398617431
73,1716885241626201000,3.060598964203274
74,1716885242786267200,-0.5347172406330272
75,1716885244616152000,1.772191696848499
76,1716885245915467400,1.9149388007262038
77,1716885247476096900,4.866317160303629
78,1716885249185975100,1.94783418225467
79,1716885250666183900,2.75407353921581
80,1716885252056421700,3.886956901826555
81,1716885253436352600,1.7773094938435543
82,1716885254946127900,3.729307226442161
83,1716885256606132500,3.0042881135105164
84,1716885258066055900,1.4743416995413603
85,1716885259416460000,-1.43865343768295
86,1716885260686501500,13.056708665254238
87,1716885260955831700,0.2532180509876483
88,1716885262595718800,0.6679355723167074
89,1716885263846194200,6.322497862995663
90,1716885265326522300,-0.5230856480807831
91,1716885266995671700,0.008724523202176907
92,1716885268405502000,5.2662646971775695
93,1716885270086238100,3.0512865294606093
94,1716885271445914800,1.4886880512807692
95,1716885273176038400,1.5795212676353612
96,1716885274446168500,1.0076172828446528
97,1716885276025758800,7.383066895982754
98,1716885276306127100,36.82329432314256
99,1716885277655865600,2.01200138738742
100,1716885279116368000,3.577807392189536
101,1716885280715712500,4.138325494019098
102,1716885282066464600,2.9074653958471766
103,1716885283665865800,1.0088922374820477
104,1716885284965754100,3.1477737736733427
105,1716885286556531600,6.20842429054302
106,1716885287846587500,-0.887802444624269
107,1716885289475614100,4.875228907634409
108,1716885290985868800,1.2939542343915225
109,1716885292576062500,1.756162193489357
110,1716885293956412600,3.5681956062841746
111,1716885295476633200,4.953861718156568
112,1716885296956197300,4.241087278807359
113,1716885298336315600,8.863213702119642
114,1716885299886115700,0.45186781764858847
115,1716885301405717300,-0.6177370293518084
116,1716885302875879800,7.2560627486251015
117,1716885304486276800,-0.7209807214148752
118,1716885305986029500,4.821030422463602
119,1716885307456370400,1.9741798196766542
120,1716885308956465900,5.466818821280961
121,1716885310676201000,2.345682430556402
122,1716885312146358000,4.412446914360546
123,1716885313556391600,0.8502853292415422
124,1716885315096544400,-0.34047168354807844
125,1716885316246404200,-3.476012530752961
126,1716885318106618600,4.824787384171818
127,1716885319376632400,3.985392110035151
128,1716885321176164500,2.334581946187121
129,1716885322417349400,2.6307985280842408
130,1716885324075781600,3.1643561792258335
131,1716885325716555800,6.115847945759527
132,1716885326866643900,-1.1498431346075493
133,1716885328445681100,-0.8117374739078141
134,1716885329986034500,4.958121718667816
135,1716885331466706100,0.5040878850096698
136,1716885333166172600,3.046870755612834
137,1716885334606682300,2.434206320980385
138,1716885335786513300,3.911155372658715
139,1716885337526285600,5.263526033442976
140,1716885338246377600,4.717234863643756
141,1716885339146733000,3.38726442004167
142,1716885340555970600,0.31394930940119975
143,1716885342076883800,0.05742559312853738
144,1716885343626079700,1.6093820620071417
145,1716885345126740800,0.44476828850892586
146,1716885346786795700,3.4227398237816056
147,1716885348126804200,-1.5234559542544264
148,1716885349806844900,4.616650979761104
149,1716885351026821300,-0.2909398750802621
150,1716885352576109300,4.545538993526888
151,1716885354306492900,4.232912905555603
152,1716885355766692300,2.122771114904353
153,1716885357236305400,-0.030683198599918166
154,1716885358827863900,1.383814157794612
155,1716885360146683000,2.884951550170856
156,1716885361786856300,4.741059393416018
157,1716885363416803100,3.584314103288117
158,1716885364886242600,4.928976374025807
159,1716885365066639000,3.6457997367261594
160,1716885365996662100,-5.972709290702821
161,1716885367796471300,10.837153095961467
162,1716885369266938500,-3.1708671005398528
163,1716885370376815600,0.1514216359540506
164,1716885372046929600,3.771902925200708
165,1716885373496964500,4.209625876586705
166,1716885374276613000,2.719669933880893
167,1716885375076500600,2.6787845198799065
168,1716885376326973700,-2.476343328102554
169,1716885377896958700,5.639435521676558
170,1716885378726994300,3.029146399769417
171,1716885379727150300,5.55195310818846
172,1716885381056998900,7.309868868932993
173,1716885382666986400,1.247872680020429
174,1716885384036274300,1.0826687973542901
175,1716885385707034700,3.925410901426494
176,1716885386967326800,3.902442955299452
177,1716885388257064000,1.0186704232275117
178,1716885389916946300,5.863131875543834
179,1716885391590062600,6.022539049564367
180,1716885392986641900,3.534321877517781
181,1716885394257227000,-0.20065050732575335
182,1716885395997075800,0.3790197893167983
183,1716885397637106700,5.6805406065735475
184,1716885398936590300,1.2224128039842281
185,1716885400457125100,8.050942857075846
186,1716885401727177700,6.156762509993819
187,1716885403457146200,4.253615265933284
188,1716885404527149500,1.1547057301854975
189,1716885406377119500,4.89203563265143
190,1716885407627100100,4.818963286098279
191,1716885409296915900,9.612118839227499
192,1716885410747190000,6.429161343985198
193,1716885411816906500,4.345378242617133
194,1716885413577226000,4.519510934687418
